Linear Regression,Non-Linear Regression 1,Non-Linear Regression 2
107.66158910788877,29.02507781982422,-480.77287543520924
471.3986207716289,-466.9332504272461,31.138211802426262
312.19789023722916,-166.05377197265625,-334.651241871372
174.44873168958773,-240.02552032470703,-611.3192313731331
29.050696316492246,-191.19501113891602,-809.7458277367481
252.66427152710932,-265.5172348022461,-625.1662578309521
222.85226366074528,-274.7154235839844,-609.699386605328
110.49157952763004,-209.3982696533203,-764.6927688288835
77.41365290231894,-130.1121711730957,-838.3927394393538
357.57966066615376,-235.0759506225586,-512.8500687823209
117.07860405684696,-119.86255645751953,-922.5346916791641
349.9068442154564,-258.9297294616699,-583.2854446071912
210.3625337681799,-140.5477523803711,-797.5379403872305
208.30264422678957,-157.928466796875,-864.4596550963154
184.97213453869063,-176.9399642944336,-919.6621671853416
309.7113854365162,-92.06056594848633,-622.5106913218497
-368.2882253988153,-253.5724639892578,-1224.3513839078691
-865.5100956793648,-653.986930847168,-1624.3638548905242
-838.7202706670623,-598.4759330749512,-1553.0699656005645
-1145.3548512031691,-931.8709373474121,-1803.5382168599785
-1410.1159696173318,-1342.9856300354004,-2031.4457774546875
-1104.3395463881109,-909.1472625732422,-1756.219300113134
-1190.9097252908027,-1022.0789909362793,-1879.7189391205607
-1274.711251706667,-1138.9875411987305,-2005.4078405508765
-671.9076920906485,-464.8447036743164,-1417.107508986262
-262.8383600340288,-168.11370849609375,-1090.5555923802792
-405.10389339905157,-250.79727172851562,-1322.7048524781305
-555.4368356062665,-435.3904724121094,-1548.6429679224884
-659.8053232781176,-541.4915084838867,-1668.8724818762216
-694.4340286925933,-588.383674621582,-1713.7187086325062
-1129.1190064007537,-1072.6475715637207,-2157.979196620741
-1631.2428701938657,-1687.459945678711,-2707.2047051116597
-1350.7569171627915,-1321.3491439819336,-2390.080913614223
-1338.6497020366023,-1251.5544891357422,-2404.6579135831607
-1659.5353184234805,-1718.3804512023926,-2734.3973663119914
-1657.356868593798,-1715.097427368164,-2786.7082896977
-1762.576932766452,-1853.2705307006836,-2899.2437518192423
-1591.2150533999377,-1614.7756576538086,-2730.883232639241
-1889.9123299439793,-2133.3718299865723,-3076.28401746277
-2024.622044297187,-2238.2211685180664,-3166.097061173044
-2491.3705763128005,-2825.0598907470703,-3569.5502558850912
-2611.4857330407167,-2929.530143737793,-3615.1824945916783
-2399.369773615953,-2603.001594543457,-3335.34037720959
-2245.940554330202,-2384.19771194458,-3142.5007385508484
-2257.0673738516684,-2541.325092315674,-3119.396660429756
-2236.36741602447,-2427.7710914611816,-3091.5711810466855
-2091.100219562528,-2151.803970336914,-2957.372534842724
-1761.1914400579997,-1606.5716743469238,-2612.826102709541
-998.7561703935633,-681.4455986022949,-1826.71501778779
-94.97150762197428,-84.2428207397461,-886.0804333177285
18.755714474802144,-246.34122848510742,-1068.40953394959
135.2414734158546,-218.8253402709961,-948.0684211164056
-431.271742638542,-431.1060905456543,-1527.901918397171
-567.4031824151936,-486.9961738586426,-1634.6050384488524
-168.43581538694406,-264.01519775390625,-1191.6305460446692
-428.80001437794795,-365.66734313964844,-1435.4359542980865
202.60396705461724,-100.78668594360352,-735.0380084027566
227.7321317331,-149.38831329345703,-799.2266096566965
181.34933994373745,-288.2051467895508,-888.8840893175638
121.37897215681588,-296.9026565551758,-933.2065442058894
101.62577063353105,-110.24951934814453,-923.4119048988204
-26.63012750958406,-57.63530731201172,-1081.1684647667619
-51.277765259818146,20.07007598876953,-947.7320252373437
35.92384190967885,-45.31145095825195,-969.3277424428384
156.51352043909358,146.35562896728516,-353.53832579542984
-183.40386744514686,-65.38867950439453,-502.74695894726204
-140.58977746821182,-43.95246505737305,-351.2068816361155
-476.40083420853085,-341.5060043334961,-878.3785567957382
-415.8756969064991,-353.49369049072266,-728.720578861514
-603.2521490498334,-528.7957191467285,-904.0316863451192
-531.4222361913387,-460.7391357421875,-814.8473816236484
-540.8336122154997,-374.87268447875977,-917.0870281090871
-643.1656479616261,-503.46851348876953,-1073.9987301232854
-381.6225151256285,-203.60469818115234,-922.4303513729943
-410.29666777472704,-199.47052001953125,-1237.1976140955771
-540.5798593392602,-293.04027557373047,-1386.1830606001458
-611.4185754533295,-258.06427001953125,-1318.1150162121717
-313.2548014098341,-65.80352783203125,-981.2927748279797
-433.39983717451065,-202.46028900146484,-1051.1792742239518
-362.8740210807033,-202.1312713623047,-998.9128780622843
-752.2957770780982,-429.69703674316406,-1394.9533731852478
-955.4293554521298,-636.4846229553223,-1548.9546541914592
-1123.3110630933593,-784.5139503479004,-1720.451834509401
-1166.7830159158996,-810.8425140380859,-1777.6378543967892
-1166.0309220764477,-830.5263519287109,-1768.0942240057009
-1433.2263814731784,-1160.423755645752,-1975.4957294875956
-991.9359752338864,-785.3364944458008,-1468.4717239081376
-988.4403647774869,-779.3569564819336,-1468.9003866900175
-1227.463157624275,-1103.1675338745117,-1593.437288671981
-828.4083733379932,-776.5817642211914,-1084.120833087633
-995.4757965998203,-1022.5796699523926,-1134.2143269620674
-1102.6737532196562,-1163.034439086914,-1195.9622361889535
-1222.4025600697082,-1294.398307800293,-1319.0902339759557
-1373.7499040157234,-1469.564437866211,-1479.6579788942431
-1446.2480262576664,-1509.1753005981445,-1613.2998874202506
-1259.0716105913693,-1252.4628639221191,-1479.792379611551
-778.2484298320106,-749.051570892334,-1021.903326775576
-73.82468988102423,-261.8122100830078,-342.14401097176636
245.88506145205426,-137.30764389038086,-187.95574175749886
76.23668694671125,-121.04988098144531,-428.7686902748226
-48.90603652922562,-75.0589370727539,-561.771796781957
-437.67398633446356,-256.70528411865234,-837.2668706784585
-780.1698020761817,-515.6135559082031,-1192.830929405511
-553.9362791161225,-363.8935089111328,-995.7883429917335
-551.0959793628883,-390.472412109375,-1005.9349638934691
-697.6772003308286,-454.47349548339844,-1158.0099176384267
-766.7782487465873,-417.0656204223633,-1247.32804963087
-1174.729359460854,-716.9866561889648,-1650.801543312186
-1063.7997048867749,-621.8791007995605,-1523.6123302555845
-916.7743534736918,-536.1557006835938,-1367.33910075183
-1005.4992241630241,-579.8149108886719,-1510.2190631005979
-1247.3643209338634,-859.4226837158203,-1714.7974909905913
-1533.5619237570443,-1151.8549919128418,-1974.0552297636111
-1936.5179161057285,-1860.358715057373,-2351.4181625123965
-1737.2722367496776,-1390.1996612548828,-2139.4161571955037
-1323.033886779096,-901.637077331543,-1676.523217502852
-1489.0967643235706,-1185.8725547790527,-1789.2004936342464
-1351.2649020459035,-1058.349609375,-1645.1140005932982
-1367.4895493230015,-997.166633605957,-1675.4967690343324
-1014.3444889635502,-698.54736328125,-1308.5069510506557
-1140.7101736630786,-706.2363624572754,-1493.3460484918476
-833.2777857436578,-430.9844970703125,-1239.5625770841689
-60.59678414343323,14.05477523803711,-599.2330541493342
-218.2707384298053,28.72467041015625,-771.7708908171294
-544.196973991515,-117.37346649169922,-1050.737459260749
-750.294723093864,-179.84390258789062,-1264.252407147821
-682.1275704729945,-70.62435150146484,-1240.9894906988281
-440.210480833432,-53.58695983886719,-952.7361460670462
-482.9276559327595,41.348934173583984,-1094.0868902056254
-42.16969073170907,51.75590515136719,-631.3490625590123
171.75978556226138,7.781982421875,-463.2167377121317
214.85784094756156,-19.304752349853516,-403.9303893822224
205.62066797339764,-16.350746154785156,-367.8933539809296
33.16748969218235,12.087821960449219,-521.7868375357942
35.01431883599733,15.327930450439453,-526.8043310903536
45.637498023982836,-20.71380615234375,-476.93728955558583
-450.49355618133166,-83.74214172363281,-949.862131989785
-311.767488506477,-128.7531852722168,-711.5500547462958
-587.2471860128596,-271.79718017578125,-914.1673218648311
-770.9186289259127,-426.73587799072266,-1061.3376095083588
-718.6467996899472,-358.9367866516113,-1043.7299532632949
-700.9274929376845,-339.6105766296387,-1023.3578296600788
-651.0433497601146,-315.3419494628906,-973.5524219317022
-344.92320038122614,-110.3067398071289,-759.24137095465
-142.0329983767755,-111.40108108520508,-527.2195882560459
399.86943417681755,-145.4615592956543,-21.604933597169275
327.3481155583646,-41.069984436035156,-396.75709216513195
482.39431529135055,-129.84752655029297,-190.6158500209076
399.07686856104147,-94.39945220947266,-288.6700463977702
602.9736101462513,-195.2648162841797,-91.08081232372231
491.8541000555798,-94.94304656982422,-248.38316560409723
182.8338859981947,60.067176818847656,-664.6158835013026
108.34152916091985,53.55119705200195,-905.8901867414348
236.49401850071632,94.1920280456543,-626.279441778788
16.602505086713723,69.65875625610352,-897.8190946260137
-108.56030867981114,-23.331642150878906,-1089.8275731709814
52.066791612819095,55.489540100097656,-793.6826474824732
-103.31778513464943,8.611679077148438,-946.9840068497844
-232.73424155743015,-22.902488708496094,-1062.8522488691142
-421.88743874221984,-141.16287231445312,-1216.467377582364
-728.8468685391268,-340.64769744873047,-1399.3309764057356
-670.2955014408757,-325.4127502441406,-1352.946951402024
-879.531788888505,-606.3008308410645,-1551.7627070559502
-1159.4583825533214,-848.844051361084,-1816.4057021828555
-1254.0264846699592,-1037.3640060424805,-1928.7582436053237
-1254.7769650809912,-977.2324562072754,-1881.0906098174335
-914.7581208418577,-578.5417556762695,-1461.3572898461641
-748.7175578254285,-419.64054107666016,-1155.2994540964069
-278.4814216715124,-99.49922561645508,-663.320842250564
-25.685794802785804,54.895877838134766,-544.0683517727214
-290.3357125180411,-120.07713317871094,-1152.837400998009
-602.7807397805285,-253.30781936645508,-1395.6154302707143
-686.422431298416,-329.13923263549805,-1445.9107378031151
-770.7150911575208,-424.7474670410156,-1367.9185622956938
-1013.4347017090238,-602.1308898925781,-1617.5152239252554
-463.1938545154066,-243.83068084716797,-1037.1692007996048
-416.66201835938426,-239.8681640625,-1006.1201013870003
-537.4629731074218,-287.8761291503906,-1142.1832470725537
-630.4990800643757,-331.7856788635254,-1260.914696369863
-584.5790184111628,-238.6021614074707,-1257.178714948857
-611.9451575204026,-252.75707244873047,-1295.2116147574425
-780.6257454635542,-366.56856536865234,-1511.4083148736377
-927.8168035138194,-483.04080963134766,-1634.756350159849
-1031.9822926163395,-613.0385398864746,-1609.162630265539
-1250.011870883136,-874.32861328125,-1688.1507585620227
-811.1070720111352,-604.7344207763672,-1067.9609528628964
-892.5189524391515,-762.1908187866211,-1063.1950750731291
-898.1436854902358,-796.8592643737793,-1003.9127720455944
-710.4919896197216,-552.06298828125,-762.8120740923138
-708.2895409192614,-661.3540649414062,-674.0650644159256
-503.63045347938936,-574.7294425964355,-435.11450314719025
13.017945391835028,-241.9567108154297,96.63290124877886
168.20792409180717,62.16287612915039,131.0577532175389
692.5484140279017,-580.9307098388672,706.1926246225883
-112.05403431548652,-225.1911163330078,-1051.028210028112
-236.9253495829381,-81.024169921875,-1068.5532262585054
-281.3588362861172,-64.0726089477539,-1025.0616092552295
-819.385043057313,-511.629581451416,-1404.950793779858
-570.5684702457272,-356.69803619384766,-1115.9880545612132
-423.79704126845235,-280.90953826904297,-956.6412014971609
-246.49642730640343,-174.3006706237793,-860.1139178285285
-134.83881533250238,-101.75228118896484,-755.5187616432991
-435.46949791247744,-175.5380630493164,-1282.2473551076064
-574.4172230298567,-229.69722747802734,-1252.1041829919313
-173.65355066399954,-46.04816436767578,-793.0981318648487
-92.55518099386468,31.764507293701172,-784.9477800766605
-132.26393336354514,-30.670166015625,-1076.3102456990582
-346.0777804619096,-142.28582382202148,-1069.0333775187667
-637.1102976156947,-442.5930976867676,-1198.2034738787581
-550.7349733810679,-441.04814529418945,-927.8203832986259
-861.2486088387311,-794.5704460144043,-1176.208249421624
-1048.7081743295896,-1026.0629653930664,-1305.105131143388
-1151.6507646869495,-1150.7248878479004,-1429.2562096293195
-1041.3980768521421,-1013.7605667114258,-1319.9726917949213
-923.6341832000421,-876.0380744934082,-1195.314042785932
-1073.6020681017758,-981.5168380737305,-1527.2755120215504
-998.5489083177994,-901.4582633972168,-1440.6962689478028
-522.4952378616684,-370.20206451416016,-1042.5454302024825
-594.0533087557899,-347.98622131347656,-1485.8893637510223
-640.8056652062573,-421.6575622558594,-1469.5904845912978
-824.2096379653418,-596.8880653381348,-1677.6212086958822
-482.0889044697977,-185.8663558959961,-1245.2794747292858
-543.6211024322208,-228.9104461669922,-1303.8957045379384
-393.04645691792587,-107.90348052978516,-1142.2059832158998
-195.3966973697423,3.2258033752441406,-954.1159145567473
-353.13777762687636,-99.07722473144531,-1056.9820173441485
-353.58957250069557,-100.0213623046875,-1055.9574487475868
-330.79777947167497,-88.348388671875,-1108.5767605554206
-159.41580340484472,-122.8952407836914,-819.7152156305141
-39.28398116797759,-121.35744094848633,-669.2221543694169
-270.90669124680124,-80.66654205322266,-1100.6792620434705
-457.42843973949385,-200.3002166748047,-1224.885720227827
-770.0635247129835,-552.2775650024414,-1316.013546495321
72.90355565428425,-141.7064666748047,-284.4041414621641
-211.82544184564117,-419.6906089782715,-258.7335557011567
-388.241737264239,-577.998161315918,-253.43858591093996
-54.52475580976936,-434.39626693725586,125.66950876745857
-452.80418543261027,-647.7069854736328,-228.15469455330413
-506.87957770969814,-688.469409942627,-289.20632329424984
-232.65690512432312,-367.5270080566406,-285.57270738991576
-415.48381139638826,-432.44361877441406,-470.64905941112266
-167.22597945794152,-285.2296829223633,-341.3185937841757
-70.1496389614704,-122.13706970214844,-527.191318692667
243.06594692368438,-142.4574851989746,-131.98086804339798
155.49104927506647,-41.79954528808594,-378.09144632341764
-741.6804221637502,-213.0889892578125,-1309.7598353265807
-950.009248588351,-529.1247367858887,-1484.5069726338784
-890.3630371032386,-463.70744705200195,-1403.827562548167
-1176.6915874591425,-635.3116035461426,-1716.7318278828996
-1156.5790191748406,-600.4858016967773,-1685.7997111302416
-1201.4703105942003,-719.4757461547852,-1815.4933354134255
-1000.3753087893637,-655.1456451416016,-1680.6712891263692
-1000.3753087893637,-655.1456451416016,-1680.6712891263692
-1000.3753087893637,-655.1456451416016,-1680.6712891263692
-1000.3753087893637,-655.1456451416016,-1680.6712891263692
-1389.3805895768185,-1201.4293670654297,-2101.2748917304903
-1689.636011274255,-1684.3414306640625,-2391.3282897504605
-1889.9044501227268,-2015.082836151123,-2609.840463338031
-1735.0587268201823,-1854.5150756835938,-2492.385056091093
-1579.4375048777395,-1596.7512130737305,-2274.121149783022
-1692.5578985167128,-1743.6933517456055,-2296.6940959349313
-1747.8981062883788,-1842.0910835266113,-2330.106040372327
-1635.6303863359942,-1633.3937644958496,-2185.0165161614605
-1630.0512923670724,-1581.7809104919434,-2180.43027591752
-1175.5359619805693,-911.2215042114258,-1658.6050671341998
-823.8227236502172,-505.63573837280273,-1314.5596724837071
-609.6206453894134,-285.5372428894043,-1282.0865413027225
-851.5418216835012,-545.0248718261719,-1621.9226061446782
-1600.940721613777,-1696.5508460998535,-2509.7917610893646
-1765.71097035183,-1834.6738815307617,-2592.0954467188144
-1665.0735943888992,-1772.5324630737305,-2530.1671697659217
-1671.7426163190942,-1843.099594116211,-2616.0446465011946
-1789.9990078512028,-2110.5122566223145,-2833.727280728672
-1731.316313923211,-2006.0920715332031,-2764.846784918009
-1845.0712667564837,-2254.314422607422,-2949.0284685732836
-1845.7102161266628,-2332.906723022461,-3016.2706777269636
-1845.7102161266628,-2332.906723022461,-3016.2706777269636
-1845.7102161266628,-2332.906723022461,-3016.2706777269636
-1845.7102161266628,-2332.906723022461,-3016.2706777269636
-2091.0992784706223,-2639.322280883789,-3176.568364146536
-2419.4278930079686,-3129.4870376586914,-3419.9425358691606
-2492.1320054402554,-3221.3330268859863,-3411.305083692273
-2306.626663332778,-2848.6132621765137,-3146.2509642000505
-2216.8873066129036,-2632.6990127563477,-2966.9299427635733
-2098.02834153059,-2423.386573791504,-2774.2445219069627
-2254.5167023374624,-2687.3302459716797,-2923.8478942040597
-2240.411528433542,-2645.108699798584,-2881.8140483492057
-2139.778030152784,-2401.735782623291,-2750.332192597225
-1970.9244563123523,-2121.3197708129883,-2572.129151978596
-1733.99732987439,-1738.5149002075195,-2383.6563803008844
-1869.8783653564744,-1855.2803993225098,-2626.900448636318
-2069.303864416404,-2348.9999771118164,-2885.998849095891
-2343.0300968437464,-2905.139923095703,-3225.2427932902165
-2247.138369946789,-2779.1976928710938,-3164.549015855195
-2056.8001486773674,-2478.2180786132812,-2990.26454791556
-1936.474501496607,-2305.0975799560547,-2921.2764435285562
-2067.41247340446,-2555.716037750244,-3085.684197237073
-1930.4192089268045,-2316.9565200805664,-2942.534674367165
-1570.9700438900168,-1741.797924041748,-2595.894948001198
-1442.3850921457017,-1588.0179405212402,-2518.908258687805
-1402.232884984718,-1519.8612213134766,-2469.4299333400495
-1360.6276097324235,-1449.6088027954102,-2425.9205028712618
-1234.3787311440617,-1190.0782585144043,-2247.432762944491
-1695.1578178487168,-1886.4655494689941,-2652.1674248265626
-2020.709927572957,-2373.6047744750977,-2877.220974762032
-1836.8985041619467,-2021.2411880493164,-2508.9419599509483
-1666.7449191969,-1737.9999160766602,-2226.2276154930164
-1523.86083642919,-1505.5489540100098,-1975.7974750813314
-1436.7790258453033,-1390.0995254516602,-1881.0699274367546
-1432.3412150885838,-1363.7781143188477,-1801.528877815873
-1416.441133806922,-1314.4111633300781,-1728.7505315161777
-1589.867490206688,-1459.5651626586914,-1876.7494114452306
-1116.6020415976404,-876.7461776733398,-1360.2631830949301
-948.7541797814812,-676.4602661132812,-1217.965344330899
-1164.4449135656594,-786.5667343139648,-1671.608542889622
-1167.148022155567,-894.770622253418,-1747.5692224012005
-1503.484430085766,-1420.8126068115234,-2147.8048961724903
-1433.3511260799492,-1203.460693359375,-2051.166983066084
-1081.7661671967448,-843.8873291015625,-1734.35506216418
-855.9103822805565,-586.9603157043457,-1552.934330749696
-1037.1414057363813,-813.4961128234863,-1807.1365011783284
-924.9624436755573,-660.5315208435059,-1669.54704483205
-754.2145053364968,-471.35353088378906,-1508.0167427898846
-581.2852371232283,-320.2986717224121,-1370.7110151358947
-554.1279773614143,-296.6737747192383,-1331.9490544839402
-591.7737129504308,-317.0013427734375,-1394.2330561281497
-680.3745880436601,-345.0751304626465,-1420.6720287246949
-1111.4312033249862,-793.3187484741211,-1732.4615121470497
-1532.5326714821304,-1442.413330078125,-2028.6279819014044
-1335.0514313432845,-1194.2195892333984,-1631.0882429715289
-1714.8971402020638,-1768.5842514038086,-1915.6634303458045
-1819.906284341306,-1913.7096405029297,-1934.0525135970277
-1717.6886236591192,-1776.7953872680664,-1842.7703590020083
-1797.2775371736398,-1811.7284774780273,-1872.0358299910024
-1841.1745733190028,-1831.9344520568848,-1899.0250253347963
-2216.025747240438,-2303.588390350342,-2332.282802596301
-1963.7678808785338,-1945.5242156982422,-2068.4141856021583
-1784.8345705722531,-1635.1032257080078,-1974.68892736883
-1770.4697555478922,-1570.0006484985352,-2106.5217767413715
-1911.542426555013,-1917.3645973205566,-2290.24365547378
-1912.9438461096506,-2051.095962524414,-2349.6317427453682
-2105.398155617967,-2365.880012512207,-2566.4864159943913
-1977.0110191959786,-2165.837287902832,-2435.440942415132
-1770.5911364629465,-1832.7569961547852,-2261.845222031083
-1387.9450882312112,-1248.0783462524414,-1967.6087732860656
-1161.4597343776784,-928.0872344970703,-1712.7448720849832
-1166.443065521699,-871.3316917419434,-1733.1726820016897
-1042.098848182176,-666.1748886108398,-1607.8737542972012
-1077.2948973541804,-706.1290740966797,-1646.6910326308416
-1137.0511516570596,-759.437084197998,-1768.3953298721433
-1156.1794670425209,-747.8928565979004,-1806.3129094109647
-1349.8744731021904,-1001.3651847839355,-1894.4468587748713
-1595.6168416956386,-1415.7629013061523,-2015.358266108373
-2109.615487615114,-2293.252944946289,-2435.294808739442
-1973.8578591667722,-2117.8293228149414,-2249.595009771527
-1809.7563846737826,-1878.2258033752441,-2044.7933468896215
-1631.2066145320548,-1582.167148590088,-1771.2985106064853
-1564.2783626132505,-1542.1199798583984,-1640.7438813164347
-1405.914907934774,-1336.5626335144043,-1400.5395418938824
-1052.2383441673019,-901.2794494628906,-1038.3876116019135
-724.3816400995612,-631.9284439086914,-644.7776087114686
-485.38159461711865,-442.6717758178711,-514.2971188706928
-669.876973943693,-410.9501838684082,-1110.3244155264797
-674.0036451903641,-415.3919219970703,-1110.276809947527
-626.2518395319587,-371.80423736572266,-1079.8942562351733
221.36553895302313,-38.08736801147461,-429.8207119417444
-445.91784453342694,-223.9537239074707,-1006.8541620914534
-496.18400434880806,-257.57789611816406,-1205.2988527013003
-438.8904132639996,-294.25621032714844,-1310.566417483561
-153.59628669084069,-181.20288848876953,-1038.7865407788513
-26.3438267826633,-232.92303085327148,-993.9104579550782
-161.72559885818535,-68.39275360107422,-1126.756749624315
-433.8359299632931,-180.73797225952148,-1414.817217432884
-207.37080038552855,-222.52321243286133,-1092.3008071360307
-1253.491721518699,-828.0515670776367,-2023.655710222019
-1783.9377745543432,-1492.9461479187012,-2425.125735276185
-1769.0143715236338,-1459.0072631835938,-2400.318150630017
-1761.3542311098654,-1459.207534790039,-2388.135164589148
-1628.7598034696323,-1326.6205787658691,-2227.9149384105285
-1406.619910013417,-1098.647117614746,-1996.8409722168233
-1706.0334304375122,-1486.8736267089844,-2297.3431567141806
-1570.3985329684492,-1417.837142944336,-2129.2167167372595
-1340.3735731714353,-1015.3913497924805,-1949.4377201321126
-1301.5631005550151,-912.5947952270508,-1944.8124483993677
-1128.9006436781972,-739.6316528320312,-1756.6076761111358
-1162.0202029358259,-801.6443252563477,-1836.3564908026606
-387.63475861500774,-121.33598327636719,-1087.0092526391927
-256.1636608158687,-130.86318969726562,-850.4115156124873
-106.96672065872993,-18.603801727294922,-639.8603484964195
-143.0031473291559,-8.897781372070312,-639.9524249575829
70.5907740228286,-7.4672698974609375,-258.79665625736413
621.6883784626141,-103.61909866333008,355.64763604616127
80.82285771070424,119.8124885559082,-431.7211088313088
-82.85871887401838,22.881031036376953,-525.4901805576462
-230.68258913672713,-133.7885856628418,-597.1596777410313
-284.60249279529023,-249.2523193359375,-608.2128937240301
-298.79212633047047,-380.2013397216797,-563.5455211917409
102.99774001618236,-51.727294921875,-236.77490917389088
-26.749016593576528,-89.64300155639648,-382.39374897867333
20.180636257712194,-134.5682144165039,-307.82793445716067
7.542954934241887,-92.68999099731445,-353.34905309952103
131.0754163924873,-214.65539932250977,-79.12434847813755
15.99658304872411,-292.36793518066406,-101.93068311977034
150.08093549688883,-307.88183212280273,149.6311707256861
-154.1406848717524,-399.3058204650879,-42.522668941484206
-204.84769151810366,-457.4275016784668,-86.32004835177008
-83.13173538876434,-373.19183349609375,-61.32290546660062
-191.70671748571596,-240.82660675048828,-416.3635643419317
-317.08451446635644,-260.5104446411133,-611.404527193194
-588.1058108957691,-298.84815216064453,-1099.587452204985
-538.8866550048798,-289.2780303955078,-1261.1800208768661
-385.3411715356768,-213.73271942138672,-973.8218824224847
-476.03245486470763,-255.61809539794922,-1003.0897329745258
-392.61466593787344,-220.184326171875,-965.3281963835321
-221.38453619421466,-138.9598846435547,-584.7124903992619
-831.3161655189735,-299.00550842285156,-1274.9246945722814
-1042.6159411602189,-395.62225341796875,-1570.8198389886788
-1182.9329439028024,-538.1441116333008,-1688.8764682880271
-954.3711981448013,-526.5140533447266,-1452.3972023539304
-1275.6359619378331,-894.3486213684082,-1902.1204369916704
-1217.4903235975053,-867.9771423339844,-1797.661742905066
-1137.9234677584473,-754.9166679382324,-1694.309159994966
-1659.4211536619582,-1536.111831665039,-2437.9630601269173
-1590.1904044085284,-1507.8163146972656,-2325.4587364675335
-1883.4720227374182,-1995.8853721618652,-2550.016961739144
-1676.107058158483,-1493.7472343444824,-2251.5253203152606
-1751.5383395012211,-1681.7593574523926,-2287.5692193180407
-2071.9434752173293,-2314.624786376953,-2655.991441631023
-2199.9674982985816,-2583.804130554199,-2684.9180865568387
-2676.4029962010068,-3457.9038619995117,-2945.3675371154923
-2569.6692594374827,-3300.926685333252,-2729.0614703305646
-2501.5596749267097,-3170.3853607177734,-2688.713756227853
-2188.936832181326,-2647.848129272461,-2381.3262570955917
-1913.6858107015967,-2148.9572525024414,-2152.662930130325
-1340.1956340741665,-998.0034828186035,-1805.7410468798118
-713.6458638373487,-467.58413314819336,-1141.7671833440143
-531.1813609204693,-224.6403694152832,-1042.1465895720044
-214.14899878411805,-67.47007369995117,-797.664951422215
-340.41290445244545,-140.3045654296875,-888.4283829454881
-249.91689165098043,-68.12095642089844,-893.4007095032368
-416.0030349975678,-268.70012283325195,-907.9237019591117
-148.93042272475955,-78.99999618530273,-678.7935770461692
21.653887677399357,61.34033203125,-536.5371576651046
-129.88448783924858,16.350746154785156,-793.5261941961616
-91.15132129213488,26.814937591552734,-779.9310567063054
-186.88664378370856,-51.255226135253906,-999.3750120744842
-532.9846397104592,-294.5852279663086,-1310.8004921213123
-883.790840564602,-690.9656524658203,-1539.0221979989733
-914.6493474536896,-656.898021697998,-1574.3672768905112
-1352.9599923454355,-1191.573143005371,-1883.7447342179828
-1264.1388013733963,-1173.54154586792,-1729.4481114209552
-1305.782157015934,-1191.85209274292,-1695.4119647124796
-1763.0025582971273,-1925.4755973815918,-2034.6468508685907
-1155.3228216279522,-1077.6543617248535,-1321.1713502172854
-1140.5968816193324,-1013.6604309082031,-1310.0828957808876
-1261.2859493334686,-1217.5226211547852,-1368.8172472954689
-1078.694134808518,-943.1362152099609,-1131.4190065273888
-667.6801762977037,-621.9792366027832,-837.4183801196561
-1117.5521202154403,-999.9704360961914,-1589.5368629063034
-1398.191973080751,-1030.869483947754,-1675.5787000769462
-1086.7822914966273,-747.3421096801758,-1327.7085830681124
-726.7572713718323,-661.0250473022461,-901.5223618177765
-1301.6202197586747,-1107.344627380371,-1517.6665826271483
-1538.9841889577042,-1304.8267364501953,-1803.3655513554606
-1662.8843745337133,-1487.138271331787,-1959.0267572115692
-1534.3409684688631,-1429.123878479004,-1807.3851496825248
-1291.8612364976832,-1196.9661712646484,-1573.772670985623
-1204.0134027135705,-1106.2288284301758,-1536.7319315218956
-1112.8234455661654,-1001.5869140625,-1430.2758739875205
-1134.5009345857152,-988.0542755126953,-1469.390072887653
-1176.9938042986093,-1077.1536827087402,-1459.954772091063
-1583.1740014989803,-1590.7716751098633,-1775.2047830252272
-1644.4624514618818,-1677.4535179138184,-1741.2568125974562
-1434.6150188530853,-1536.5910530090332,-1445.450271151491
-1416.2308112449084,-1480.2789688110352,-1364.7955329051981
-1498.0205519917884,-1544.5590019226074,-1425.826339689392
-1538.163561682102,-1567.7404403686523,-1469.2516448521433
-1402.7248432922856,-1326.591968536377,-1338.5178908354508
-1192.7672283966986,-1104.7053337097168,-1124.2751999094776
-802.6549583028384,-550.9042739868164,-951.4374045265372
-983.5247797170391,-726.1848449707031,-1116.4772263337807
-1054.4846781175731,-688.8484954833984,-1290.192052758456
-1341.5293621479213,-788.2261276245117,-1710.5335269231261
-1410.9017535291491,-789.6637916564941,-1802.1033444377897
-1309.5471861933847,-641.2267684936523,-1735.5531803042904
-1480.2664675433855,-711.8439674377441,-1978.4928784605243
-1234.2498450888058,-534.1243743896484,-1723.4718761783724
-1270.9795774490046,-575.2229690551758,-1776.0436709624537
-1230.9774855282064,-525.0406265258789,-1775.5960061914252
-1231.2551513448254,-585.2866172790527,-1749.779024366412
-993.2215786017483,-422.9450225830078,-1487.123784196351
-992.9772009776306,-331.6640853881836,-1514.924999985695
-870.8337862064327,-344.7246551513672,-1397.6930652710691
-717.5955454800479,-304.8133850097656,-1262.8199964603473
-497.4539329071371,-143.65911483764648,-1104.5917328079342
-583.7788699126362,-212.8314971923828,-1068.361086408148
-623.945573280309,-410.5854034423828,-916.1970075197756
-581.3081949108464,-399.169921875,-823.4851685653488
-914.3511538667482,-731.055736541748,-1006.3513968426721
-1142.1846955311491,-997.617244720459,-1157.9182052921217
-1134.5359700089382,-986.030101776123,-1124.6274348965594
-1237.9326170284758,-1092.5745964050293,-1165.9761262720199
