Linear Regression,Non-Linear Regression 1,Non-Linear Regression 2
-3196.5380068177355,-3581.2854766845703,-4324.950082710629
-2772.5644765034517,-2996.9358444213867,-3850.081321007387
-2623.767286450695,-2755.6800842285156,-3679.564469361349
-2381.025654329815,-2386.007308959961,-3396.1383658641785
-2501.1101684265627,-2555.0079345703125,-3504.0919776746045
-2563.99182556671,-2667.703628540039,-3603.375401095573
-2891.9485998332552,-3179.769515991211,-3967.335544129348
-2116.9856889698012,-2290.32039642334,-3168.956967503758
-2396.639208577037,-2733.7646484375,-3426.943653819897
-2222.041370725162,-2621.3836669921875,-3218.2058762206975
-1953.8000539601637,-2280.9648513793945,-2900.77898482333
-2006.4052674160814,-2399.325370788574,-2968.542167593851
-2288.8106291873596,-2921.004295349121,-3305.8163311774742
-2642.072802903252,-3558.4115982055664,-3662.1503136636566
-2712.967879870021,-3697.328567504883,-3744.6039424503165
-2360.2024551579543,-3072.1378326416016,-3411.7526575222746
-2377.7017976409365,-3032.2837829589844,-3422.485799297003
-2337.9492340382176,-3050.8947372436523,-3410.315766826486
-2294.3801540417826,-2863.0685806274414,-3241.2838192573
-2274.2736676804425,-2743.821144104004,-3146.805388541176
-2217.4559635519545,-2510.8909606933594,-3021.002512363297
-2245.062175589193,-2486.9441986083984,-3026.133376039586
-2088.4502991355116,-2260.1938247680664,-2878.397816736074
-1638.033132212415,-1542.506217956543,-2401.6058958121766
-1388.4331236938513,-1190.5574798583984,-2158.3148357625137
-1198.6208762796903,-850.0385284423828,-1944.025263426939
-1028.29622113037,-631.8569183349609,-1816.2419050846358
-1264.109924185556,-868.992805480957,-1971.536681163468
-1126.0172912480502,-791.4304733276367,-1857.4089110200855
-1045.451783699453,-722.5227355957031,-1841.1609510856936
-923.4886191236772,-599.9135971069336,-1740.7859185577965
-804.6941133035031,-414.5050048828125,-1554.1739294259667
-753.4406887422523,-333.2948684692383,-1504.9187167405005
-864.9384977587588,-244.2169189453125,-1555.8465263996345
-740.3146513256818,-291.92447662353516,-1466.180001451624
-641.8128701673268,-201.08699798583984,-1316.2532174456849
-588.0134215639815,-56.862831115722656,-1241.9957897247173
-886.0921070667404,-233.35933685302734,-1533.8693189132878
-855.6955385018138,-268.4783935546875,-1479.1747931394084
-650.8668394820631,-143.0368423461914,-1272.1759874990817
-495.04043195858367,-93.21212768554688,-1109.5618169974555
-541.918655683585,-47.86491394042969,-1198.5473962019635
-836.5806823639524,-348.1578826904297,-1491.370226681255
-863.3454639814273,-385.30826568603516,-1364.1896814075062
-1120.3213283467283,-613.4605407714844,-1602.8016442910446
-1374.7245503708698,-821.8288421630859,-1866.6512166177708
-1046.5963531081638,-549.8170852661133,-1501.5715017169618
-970.1448411121678,-479.59327697753906,-1477.8380479008229
-386.12030261969977,-120.1486587524414,-1000.6007516006258
-276.2527684283572,-123.68202209472656,-938.6492793008059
-229.71010806756414,-118.84689331054688,-952.7055547946737
-250.18573704419697,-167.5271987915039,-1112.5931489869142
-151.19327168197356,-161.3903045654297,-1022.1408661248113
-400.53562009380937,-173.9215850830078,-1283.9166132764092
-398.9661289803457,-290.59410095214844,-1415.4778447435
-303.89917552139457,-185.20832061767578,-1231.7749584839592
-498.37799517896343,-364.1510009765625,-1537.084924159165
-290.16461117696906,-285.75897216796875,-1364.5331635406887
-127.79128655838655,-227.4799346923828,-1226.4701024598724
-686.8684126525076,-735.783576965332,-1888.5134503534787
-851.7566012827989,-999.6843338012695,-2119.547219954078
-1040.3745175886193,-1225.7909774780273,-2309.504082090471
-1108.7406454219758,-1334.538459777832,-2420.727557456327
-1030.3016736482841,-1279.306411743164,-2345.951067692423
-1057.8917669784714,-1310.877799987793,-2362.253591508602
-1001.3998191340811,-1150.202751159668,-2295.1988307724146
-2159.622754136843,-2790.970802307129,-3399.020185570413
-2522.0832796200552,-3222.7563858032227,-3741.8263342127075
-2461.061904722562,-3044.915199279785,-3658.9464460889917
-2440.333997093641,-2952.5184631347656,-3639.2602590296806
-2406.0329388949176,-2987.980842590332,-3591.7426486314566
-2323.3688542679092,-2806.1771392822266,-3545.9835284513856
-1765.9536577415413,-2076.687812805176,-3083.544359882448
-1563.0318805095153,-1656.0029983520508,-2864.966050450701
-1383.1129313028225,-1617.7654266357422,-2713.3402149295757
-1183.981174428936,-1117.0005798339844,-2386.8724681997132
-2029.9470864286154,-2247.5624084472656,-3286.7928520784144
-1903.6862383694101,-1963.8776779174805,-3074.4583729522924
-2171.9283655614145,-2331.676483154297,-3354.7055335831487
-2014.2769306656226,-2065.143585205078,-3188.1232729623675
-2121.8252224302937,-2220.311164855957,-3310.2156729091184
-2134.099413040267,-2200.312614440918,-3310.8169275955697
-1853.3181198528687,-1748.4569549560547,-2985.9270062117143
-1814.4857625184716,-1698.4748840332031,-2940.931374372362
-1219.437105800434,-907.8598022460938,-2286.310475581243
-1202.4095350325135,-884.6569061279297,-2267.6472060126202
-837.6454893278632,-492.18177795410156,-1900.0185011383703
-1367.1324106802995,-1055.6316375732422,-2420.0736683246037
-1345.7408249716905,-1030.3258895874023,-2387.5523633628522
-919.0032973108098,-532.4220657348633,-1903.5737846202612
-1108.1277002004924,-939.0020370483398,-1897.3956836545717
-1468.9730029784782,-1392.960548400879,-2274.178926829829
-1660.4848685921525,-1648.6644744873047,-2498.4200720898016
-1752.0889976732406,-1763.2198333740234,-2588.5482302267847
-2113.147402095589,-2258.791923522949,-3024.8502706795175
-2205.010084196648,-2381.300926208496,-3074.946612212891
-2132.018670945835,-2294.0683364868164,-2997.5367991998028
-2157.71294447087,-2168.7984466552734,-3073.9194507030334
-2367.7381708343255,-2516.770362854004,-3246.9790720140945
-3199.383667458225,-3668.3177947998047,-3958.540290800413
-3151.1063673306085,-3609.6954345703125,-3903.9448154393003
-3028.2702444579018,-3453.669548034668,-3753.1195430395387
-3561.7487650180083,-4048.0756759643555,-4268.956165753759
-3702.2267110129096,-4168.038368225098,-4405.027095121891
-3764.8605835375997,-4229.321479797363,-4472.128694221558
-3982.20588559491,-4399.280548095703,-4680.913146852812
-4219.8136344562145,-4546.995162963867,-4896.785301562062
-3871.0245176629364,-4319.801330566406,-4537.084399052919
-4404.600806853039,-4650.907516479492,-5085.537569901181
-4552.29412521909,-4681.377410888672,-5212.139950106725
-4114.544891705425,-4485.840797424316,-4729.820761204098
-4563.248907968843,-4665.799140930176,-5178.766333282282
-4532.0696949243775,-4549.555778503418,-5103.178007492091
-4746.502860539741,-4557.595252990723,-5305.195236145622
-4493.035829706687,-4573.259353637695,-5053.105629756026
-4619.722951360403,-4652.667045593262,-5197.783504008472
-4500.585757469645,-4604.001045227051,-5084.1268475913075
-4432.964934046396,-4594.101905822754,-5004.237640820462
-4605.345660199589,-4680.132865905762,-5194.617428034661
-4344.929649188686,-4527.2111892700195,-4915.982317106275
-4067.2264843721327,-4339.299201965332,-4580.361979437541
-4406.484245348159,-4479.103088378906,-4921.168185334391
-4472.3381732505495,-4549.798965454102,-5024.691034880435
-4657.84809377018,-4667.143821716309,-5236.544293316916
-4703.711579079516,-4649.0478515625,-5277.403914832652
-4819.803931258917,-4659.8052978515625,-5397.63717026984
-4352.435502307345,-4557.924270629883,-4904.241844086409
-4435.500525773083,-4556.90860748291,-4983.274049227799
-4421.323606617737,-4585.175514221191,-4985.527455092267
-4445.842261220522,-4613.313674926758,-5034.409630091421
-4562.207667822382,-4713.635444641113,-5182.831467709105
-4435.781290485954,-4586.019515991211,-5029.82803337486
-4711.420151747002,-4695.382118225098,-5295.920093270791
-5103.4550364995275,-4759.411811828613,-5716.459712908366
-5067.383716442222,-4552.130699157715,-5632.207223552926
-4997.758928280455,-4630.751609802246,-5594.346455964508
-4762.330546504887,-4511.003494262695,-5309.581407532853
-4114.153818168467,-4212.327003479004,-4580.200417033854
-3806.050391833778,-3949.298858642578,-4187.233266495848
-4126.421804519749,-3741.5170669555664,-4463.5082612204405
-4146.759112686071,-3585.2479934692383,-4500.482094246636
-3788.7500432373354,-3355.836868286133,-4140.137981918962
-3376.4599203860466,-3122.3201751708984,-3746.0284090070204
-2728.157426870678,-2478.5757064819336,-3068.6016367564594
-1745.8008879775164,-1420.6409454345703,-2122.995826956585
-1535.9041602611169,-1251.6546249389648,-1918.0425324815687
-1441.3002333700788,-1170.2728271484375,-1984.8869443523652
-1770.244441277403,-1543.6220169067383,-2390.7475577295904
-1680.958884796586,-1351.3755798339844,-2309.912050750389
-1489.565681144041,-1155.6529998779297,-2154.5294997158394
-1376.397741456607,-1031.484603881836,-2042.2657386995884
-1282.1442174193874,-906.3577651977539,-1972.0555633980944
-1165.2512045181288,-786.0946655273438,-1891.9077110744772
-1140.6114739386396,-761.6472244262695,-1904.1605098033567
-1116.9131595625418,-769.9012756347656,-1921.796516741442
-1287.0126826712299,-962.5768661499023,-2116.5302962309997
-1133.7842198069152,-793.1041717529297,-1949.7945879557951
-964.4528839986345,-598.2685089111328,-1749.2004381712816
-953.6436418504484,-627.13623046875,-1794.5705195631483
-1030.7265214742597,-637.2928619384766,-1854.8280997639044
-645.9513654987741,-348.358154296875,-1487.0929080996964
-663.738939769489,-400.41446685791016,-1553.046202472886
-692.9683336078316,-426.24950408935547,-1458.6088228654678
-598.2322549492532,-372.161865234375,-1261.3002990823948
-615.3744497188763,-404.79183197021484,-1224.291998563388
-148.3226947993475,-60.896873474121094,-667.5612910525057
-258.61098493346503,-73.78578186035156,-913.1498632472435
-743.349006215728,-352.9071807861328,-1480.9983967848264
-584.287036803721,-231.49967193603516,-1484.096538058888
-381.0753544301092,-105.38578033447266,-1250.0067001461475
-726.7171456822747,-355.53932189941406,-1700.4308810723064
-1416.3402501512353,-1095.428466796875,-2400.181664772286
-2021.2731747684861,-1912.221908569336,-3050.2916517914114
-1491.0194869544662,-1227.0498275756836,-2399.8441882090224
-1859.4901348322412,-1866.8031692504883,-2711.0492376951333
-1542.2794241276185,-1403.818130493164,-2382.6223563258195
-1996.0544129253988,-1956.8395614624023,-2861.9061795798502
-1955.197523306541,-1960.5016708374023,-2790.4658939279625
-1760.9807194561374,-1562.2901916503906,-2631.7192797026682
-1576.9893258615045,-1319.6039199829102,-2532.999749981007
-2072.064610843948,-1985.8217239379883,-3059.477862453033
-1937.1386448417143,-1772.3608016967773,-2930.70255808578
-1948.026325136382,-1781.8164825439453,-2957.721631333481
-2655.9231200036884,-2806.1485290527344,-3697.513291268713
-2461.7251140556336,-2508.673667907715,-3480.355140732448
-2529.6532573327418,-2595.491409301758,-3539.651788697163
-2651.751522886466,-2726.6407012939453,-3613.5341328860136
-3081.495312698695,-3305.5973052978516,-4065.5853176636992
-3164.1748405079916,-3468.031883239746,-4122.847279506352
-3070.604355853478,-3464.4126892089844,-3937.0374495020706
-2946.0390792996145,-3337.1973037719727,-3775.03989617726
-3346.7915183422347,-3817.734718322754,-4199.452376949219
-3563.9070965368237,-4025.6452560424805,-4395.215526271608
-3388.9639476089606,-3871.908187866211,-4172.171845015591
-3609.7647315902673,-4087.9297256469727,-4404.549300035864
-3356.3711855412544,-3835.129737854004,-4062.7113310324544
-3586.113029814247,-4071.9079971313477,-4277.781899664189
-4042.4141613110082,-4423.398971557617,-4743.254567654832
-4329.0305991446985,-4428.620338439941,-4982.099351322002
-4427.669993519972,-4527.3542404174805,-5111.872077537779
-4861.8112147290685,-4673.137664794922,-5656.811062384228
-4554.517920624235,-4681.491851806641,-5358.230728280036
-5457.370754600506,-4837.045669555664,-6339.806238750103
-5446.701242850296,-4799.2658615112305,-6254.826680358757
-5919.146057055087,-4629.936218261719,-6711.767971674682
-5249.6825218004,-4619.42195892334,-5937.47901964805
-4039.8896708648504,-3971.1427688598633,-4589.826526361413
-3147.798746074104,-2745.7666397094727,-3521.598721283543
-2947.314350649021,-2457.547187805176,-3452.270352107481
-3066.567036545055,-2521.4624404907227,-3645.049749332483
-2670.457364670381,-2334.3658447265625,-3381.029805005499
-4247.094700828399,-3549.814224243164,-5044.870895239561
-4113.36335125784,-3501.276969909668,-4816.297891511457
-3639.1763223010266,-2982.7880859375,-4234.586027221371
-3170.0436179087956,-2637.6771926879883,-3716.137082864458
-2839.2080545420436,-2308.788299560547,-3387.582055394972
-1842.66133993809,-1406.5361022949219,-2397.8181620033047
-1821.2404198350334,-1449.8662948608398,-2402.1212468094927
-1766.665768025217,-1425.6620407104492,-2483.4168980608847
-1628.2390939599204,-1194.2768096923828,-2363.410715829307
-1080.1400660501492,-637.5360488891602,-1754.197899037868
-2041.5798814276975,-1616.8498992919922,-2839.564834821619
-966.7822554008152,-573.8639831542969,-1739.5870240322104
-1112.9298798144303,-743.5512542724609,-1911.2833663545887
-694.5670242042399,-350.57544708251953,-1514.444726827289
-780.5947000849764,-397.9825973510742,-1554.9456771493235
-1424.017702536045,-1062.1404647827148,-2312.7301057800655
-1086.4161965324602,-681.8675994873047,-1922.5521200265327
-1063.6411373292328,-665.9460067749023,-1882.4574544958002
-1020.7564512729653,-605.5784225463867,-1794.5495355227902
-895.9525826942671,-463.35697174072266,-1645.4620522104917
-840.1040280045706,-410.27069091796875,-1610.7199762209038
-590.9861102798346,-294.69966888427734,-1432.962625432382
-352.5003980756519,-99.92122650146484,-1153.855689988541
-722.8209601506323,-494.842529296875,-1520.4200832055128
-630.3866269939754,-421.91505432128906,-1273.7062663119982
-1137.8339273191464,-1001.5583038330078,-1783.7816469994714
-1570.0716175253415,-1458.907127380371,-2277.0918962948354
-2144.912759731116,-2288.1031036376953,-2874.730979507005
-2170.555702918658,-2366.366386413574,-2892.397315769577
-1510.5370518573397,-1300.7497787475586,-2317.0208126838875
-1840.0103142944035,-1829.8816680908203,-2595.9247755458155
-1887.0254395438476,-1889.5626068115234,-2516.401394152649
-1983.270956131345,-2080.378532409668,-2630.971916960251
-2350.2137850252175,-2510.7908248901367,-2989.204071040988
-2241.828777193298,-2463.955879211426,-2869.8905441914944
-2796.483599719833,-3209.4240188598633,-3431.123799700628
-2891.58129143377,-3329.615592956543,-3517.8313477240376
-2973.4647723665976,-3416.5334701538086,-3594.860195354868
-3017.2871959959516,-3471.6367721557617,-3679.4275987652254
-3104.4821778056157,-3566.6513442993164,-3814.628380138937
-3107.813718395261,-3563.990592956543,-3881.4515052908655
-3503.471493669158,-3981.62841796875,-4329.2438514515625
-3307.603317801642,-3779.2396545410156,-4125.334440808403
-3163.8229260074017,-3626.9617080688477,-4008.2149138847926
-3132.2073992775327,-3560.6861114501953,-4049.9870855912272
-3291.675584272422,-3712.005615234375,-4211.236813500041
-3560.898000223388,-3951.0726928710938,-4510.695247017141
-3615.237490503975,-4015.5601501464844,-4545.21057011964
-3689.806104104634,-4058.8903427124023,-4603.906536770299
-3690.016337886416,-4062.6096725463867,-4603.301248367646
-3604.4510402901205,-3988.823890686035,-4532.98020041997
-3434.7397707865534,-3735.93807220459,-4369.112538453175
-3248.248294023365,-3489.5753860473633,-4189.66271729988
-3151.248419448581,-3376.2359619140625,-4076.521897641748
-3459.9554330322185,-3776.521682739258,-4432.950021048276
-3989.0726603911485,-4255.228042602539,-4967.983827725917
-4088.3798757470954,-4347.25284576416,-5073.950523090398
-4141.69153370638,-4411.711692810059,-5160.616977824897
-4316.815097234339,-4588.2368087768555,-5392.715330091233
-4466.158674623572,-4586.663246154785,-5453.709987706329
-4763.676884009272,-4661.750793457031,-5576.696094538557
-4406.7361717491995,-4579.925537109375,-5215.58635973512
-4393.169169478533,-4440.064430236816,-5240.554580408197
-4263.55603014588,-4332.01789855957,-5187.714975363584
-4239.7903694463785,-4263.038635253906,-5228.329731704877
-3534.5826142600695,-3671.579360961914,-4541.565124295329
-3614.588170635669,-3402.743339538574,-4575.020858425849
-2960.3380041779455,-2721.734046936035,-3921.5258167565094
-3597.690006409614,-3249.993324279785,-4681.170266295585
-3178.7611944231953,-2884.5977783203125,-4217.952620186937
-3031.0243840908493,-2803.9169311523438,-4092.2104956553053
-3672.824163388939,-3037.6768112182617,-4648.73925533652
-3635.694355931053,-2955.2364349365234,-4550.499222850199
-4325.910813114992,-3577.752113342285,-5218.037733092297
-4529.427617954441,-3889.16015625,-5355.109886228142
-3588.939494563283,-2927.0267486572266,-4402.664286043011
-2986.121760752033,-2420.4540252685547,-3766.1291558790567
-2688.2842682391743,-2139.558792114258,-3516.3474427241863
-2974.8110036437815,-2411.0984802246094,-3822.350986567498
-3230.5251000661215,-2579.5412063598633,-4111.631121995124
-3390.1593940342755,-2742.8770065307617,-4356.424066675446
-3536.5712683774796,-2871.7660903930664,-4523.665941681325
-3558.357347336523,-2908.7018966674805,-4552.752589827629
-3150.323687303799,-2491.8222427368164,-4112.005257536088
-2565.9589431732606,-1970.3006744384766,-3514.9737102549525
-2381.889837531971,-1900.935173034668,-3378.0405155996
-2686.5548842313515,-2098.546028137207,-3674.6079802593713
-2566.0728668602715,-1945.7387924194336,-3525.2614121577963
-2895.535823013836,-2273.6263275146484,-3891.2567525994855
-2714.5177445276213,-2135.8823776245117,-3721.108800661035
-3218.090053304606,-2568.2544708251953,-4237.975691710645
-2672.0635496718933,-2117.3572540283203,-3704.171807748637
-2629.619760249048,-2049.565315246582,-3651.5258285119744
-2381.6189461728204,-1753.2634735107422,-3360.729906832745
-2562.6413961045246,-1926.6271591186523,-3507.1453644095577
-2948.617216706629,-2314.138412475586,-3798.1287582468694
