ts,"HourUTC | HourUTC | 804694","mFRRDownActBal | mFRRDownActBal | 804724","HourDK | HourDK | 804695","PriceArea | PriceArea | 804696","mFRRUpActSpec | mFRRUpActSpec | 804713","mFRRDownActSpec | mFRRDownActSpec | 804714","ImbalanceMWh | ImbalanceMWh | 804715","ImbalancePriceEUR | ImbalancePriceEUR | 804716","ImbalancePriceDKK | ImbalancePriceDKK | 804717","BalancingPowerPriceUpEUR | BalancingPowerPriceUpEUR | 804718","BalancingPowerPriceUpDKK | BalancingPowerPriceUpDKK | 804719","BalancingPowerPriceDownEUR | BalancingPowerPriceDownEUR | 804720","BalancingPowerPriceDownDKK | BalancingPowerPriceDownDKK | 804721","mFRRUpActBal | mFRRUpActBal | 804722"
"2021-12-31 00:00:00","2021-12-31 00:00:00",0,"2021-12-31 01:00:00",DK2,,,,"26,149399","194,460007","26,149399","194,460007","26,149399","194,460007",0
"2021-12-31 00:00:01","2021-12-31 00:00:00",0,"2021-12-31 01:00:00",DK1,,,,"26,149399","194,460007","26,149399","194,460007","26,149399","194,460007",0
"2021-12-31 01:00:00","2021-12-31 01:00:00",0,"2021-12-31 02:00:00",DK2,,,,"25,119345","186,800003","25,119345","186,800003","25,119345","186,800003",0
"2021-12-31 01:00:01","2021-12-31 01:00:00",0,"2021-12-31 02:00:00",DK1,,,,"25,119345","186,800003","25,119345","186,800003","25,119345","186,800003",0
"2021-12-31 02:00:00","2021-12-31 02:00:00","18,4","2021-12-31 03:00:00",DK2,,,,"18,000404","133,860001","24,009951","178,550003","18,000404","133,860001",0
"2021-12-31 02:00:01","2021-12-31 02:00:00","62,5","2021-12-31 03:00:00",DK1,,,,"18,000404","133,860001","24,009951","178,550003","18,000404","133,860001",0
"2021-12-31 03:00:00","2021-12-31 03:00:00","15,8","2021-12-31 04:00:00",DK2,,,,"13,49963","100,389999","24,810059","184,5","13,49963","100,389999",0
"2021-12-31 03:00:01","2021-12-31 03:00:00","81,400002","2021-12-31 04:00:00",DK1,,,,"13,49963","100,389999","24,810059","184,5","13,49963","100,389999",0
"2021-12-31 04:00:00","2021-12-31 04:00:00",20,"2021-12-31 05:00:00",DK2,,,,"13,49963","100,389999","24,429502","181,669998","13,49963","100,389999",0
"2021-12-31 04:00:01","2021-12-31 04:00:00","83,900002","2021-12-31 05:00:00",DK1,,,,"13,49963","100,389999","24,429502","181,669998","13,49963","100,389999",0
"2021-12-31 05:00:00","2021-12-31 05:00:00",34,"2021-12-31 06:00:00",DK2,,,,"24,350164","181,080002","27,179453","202,119995","24,350164","181,080002",0
"2021-12-31 05:00:01","2021-12-31 05:00:00","55,299999","2021-12-31 06:00:00",DK1,,,,"24,350164","181,080002","27,179453","202,119995","24,350164","181,080002",0
"2021-12-31 06:00:00","2021-12-31 06:00:00","16,5","2021-12-31 07:00:00",DK2,,,,"24,499428","182,190002","30,339542","225,619995","24,499428","182,190002",0
"2021-12-31 06:00:01","2021-12-31 06:00:00","61,299999","2021-12-31 07:00:00",DK1,,,,"24,499428","182,190002","30,339542","225,619995","24,499428","182,190002",0
"2021-12-31 07:00:00","2021-12-31 07:00:00",0,"2021-12-31 08:00:00",DK2,,,,"32,640354","242,729996","32,640354","242,729996","32,640354","242,729996",0
"2021-12-31 07:00:01","2021-12-31 07:00:00",0,"2021-12-31 08:00:00",DK1,,,,"32,640354","242,729996","32,640354","242,729996","32,640354","242,729996",0
"2021-12-31 08:00:00","2021-12-31 08:00:00",0,"2021-12-31 09:00:00",DK2,,,,"35,219524","261,910004","35,219524","261,910004","35,219524","261,910004",0
"2021-12-31 08:00:01","2021-12-31 08:00:00",0,"2021-12-31 09:00:00",DK1,,,,"35,219524","261,910004","35,219524","261,910004","35,219524","261,910004",0
"2021-12-31 09:00:00","2021-12-31 09:00:00",0,"2021-12-31 10:00:00",DK2,,,,"62,860218","467,459991","62,860218","467,459991","39,15955","291,209991",0
"2021-12-31 09:00:01","2021-12-31 09:00:00",0,"2021-12-31 10:00:00",DK1,,,,"62,860218","467,459991","62,860218","467,459991","39,15955","291,209991","4,2"
"2021-12-31 10:00:00","2021-12-31 10:00:00",0,"2021-12-31 11:00:00",DK2,,,,"63,000069","468,5","63,000069","468,5","45,420559","337,769989",0
"2021-12-31 10:00:01","2021-12-31 10:00:00",0,"2021-12-31 11:00:00",DK1,,,,"63,000069","468,5","63,000069","468,5","45,420559","337,769989","12,3"
"2021-12-31 11:00:00","2021-12-31 11:00:00",0,"2021-12-31 12:00:00",DK2,,,,"95,604118","710,960022","95,604118","710,960022","50,44981","375,170013","2,1"
"2021-12-31 11:00:01","2021-12-31 11:00:00",0,"2021-12-31 12:00:00",DK1,,,,"95,604118","710,960022","95,604118","710,960022","50,44981","375,170013",11
"2021-12-31 12:00:00","2021-12-31 12:00:00",0,"2021-12-31 13:00:00",DK2,,,,"93,995834",699,"93,995834",699,"51,639885","384,019989","18,1"
"2021-12-31 12:00:01","2021-12-31 12:00:00",0,"2021-12-31 13:00:00",DK1,,,,"93,995834",699,"93,995834",699,"51,639885","384,019989","94,099998"
"2021-12-31 13:00:00","2021-12-31 13:00:00",0,"2021-12-31 14:00:00",DK2,,,,"60,571507","450,440002","60,571507","450,440002","52,920055","393,540009","0,6"
"2021-12-31 13:00:01","2021-12-31 13:00:00",0,"2021-12-31 14:00:00",DK1,,,,"60,571507","450,440002","60,571507","450,440002","52,920055","393,540009","0,7"
"2021-12-31 14:00:00","2021-12-31 14:00:00",0,"2021-12-31 15:00:00",DK2,,,,"60,571507","450,440002","60,571507","450,440002","55,359375","411,679993","4,8"
"2021-12-31 14:00:01","2021-12-31 14:00:00",0,"2021-12-31 15:00:00",DK1,,,,"60,571507","450,440002","60,571507","450,440002","55,359375","411,679993","16,299999"
"2021-12-31 15:00:00","2021-12-31 15:00:00",0,"2021-12-31 16:00:00",DK2,,,,"95,059502","706,909973","95,059502","706,909973","95,059502","706,909973",0
"2021-12-31 15:00:01","2021-12-31 15:00:00",0,"2021-12-31 16:00:00",DK1,,,,"95,059502","706,909973","95,059502","706,909973","95,059502","706,909973",0
"2021-12-31 16:00:00","2021-12-31 16:00:00",0,"2021-12-31 17:00:00",DK2,,,,"105,069588","781,349976","105,069588","781,349976","105,069588","781,349976",0
"2021-12-31 16:00:01","2021-12-31 16:00:00",0,"2021-12-31 17:00:00",DK1,,,,"105,069588","781,349976","105,069588","781,349976","105,069588","781,349976",0
"2021-12-31 17:00:00","2021-12-31 17:00:00",0,"2021-12-31 18:00:00",DK2,,,,"94,7798","704,830017","94,7798","704,830017","94,7798","704,830017",0
"2021-12-31 17:00:01","2021-12-31 17:00:00",0,"2021-12-31 18:00:00",DK1,,,,"94,7798","704,830017","94,7798","704,830017","94,7798","704,830017",0
"2021-12-31 18:00:00","2021-12-31 18:00:00",0,"2021-12-31 19:00:00",DK2,,,,"51,939758","386,25","51,939758","386,25","48,01049","357,029999",0
"2021-12-31 18:00:01","2021-12-31 18:00:00",0,"2021-12-31 19:00:00",DK1,,,,"51,939758","386,25","51,939758","386,25","48,01049","357,029999","4,8"
"2021-12-31 19:00:00","2021-12-31 19:00:00",0,"2021-12-31 20:00:00",DK2,,,,"44,949909","334,269989","44,949909","334,269989","33,959522","252,539993","4,6"
"2021-12-31 19:00:01","2021-12-31 19:00:00",0,"2021-12-31 20:00:00",DK1,,,,"44,949909","334,269989","44,949909","334,269989","33,959522","252,539993","4,8"
"2021-12-31 20:00:00","2021-12-31 20:00:00",0,"2021-12-31 21:00:00",DK2,,,,"33,080078",246,"33,080078",246,"33,080078",246,0
"2021-12-31 20:00:01","2021-12-31 20:00:00",0,"2021-12-31 21:00:00",DK1,,,,"33,080078",246,"33,080078",246,"33,080078",246,0
"2021-12-31 21:00:00","2021-12-31 21:00:00",0,"2021-12-31 22:00:00",DK2,,,,"46,554157","346,200012","46,554157","346,200012","32,340485","240,5",0
"2021-12-31 21:00:01","2021-12-31 21:00:00",0,"2021-12-31 22:00:00",DK1,,,,"134,471863",1000,"134,471863",1000,"32,340485","240,5","182,800003"
"2021-12-31 22:00:00","2021-12-31 22:00:00",0,"2021-12-31 23:00:00",DK2,,,,"46,554157","346,200012","46,554157","346,200012","29,759968","221,309998",0
"2021-12-31 22:00:01","2021-12-31 22:00:00",0,"2021-12-31 23:00:00",DK1,,,,"142,065491","1056,469971","142,065491","1056,469971","29,759968","221,309998","350,399994"
"2021-12-31 23:00:00","2021-12-31 23:00:00",0,"2022-01-01 00:00:00",DK2,,,,"46,59988","346,540009","46,59988","346,540009","46,59988","346,540009",0
"2021-12-31 23:00:01","2021-12-31 23:00:00",0,"2022-01-01 00:00:00",DK1,,,,"50,050426","372,200012","50,050426","372,200012","50,050426","372,200012",0
"2022-01-01 00:00:00","2022-01-01 00:00:00",0,"2022-01-01 01:00:00",DK2,,,,"41,329926","307,350006","41,329926","307,350006","41,329926","307,350006",0
"2022-01-01 00:00:01","2022-01-01 00:00:00",0,"2022-01-01 01:00:00",DK1,,,,"41,329926","307,350006","41,329926","307,350006","41,329926","307,350006",0
"2022-01-01 01:00:00","2022-01-01 01:00:00",0,"2022-01-01 02:00:00",DK2,,,,"42,17979","313,670013","42,17979","313,670013","42,17979","313,670013",0
"2022-01-01 01:00:01","2022-01-01 01:00:00",0,"2022-01-01 02:00:00",DK1,,,,"43,2206","321,410004","43,2206","321,410004","43,2206","321,410004",0
"2022-01-01 02:00:00","2022-01-01 02:00:00",0,"2022-01-01 03:00:00",DK2,,,,"44,370335","329,959991","44,370335","329,959991","44,370335","329,959991",0
"2022-01-01 02:00:01","2022-01-01 02:00:00",0,"2022-01-01 03:00:00",DK1,,,,"45,459557","338,059998","45,459557","338,059998","45,459557","338,059998",0
"2022-01-01 03:00:00","2022-01-01 03:00:00",0,"2022-01-01 04:00:00",DK2,,,,"37,669601","280,130005","37,669601","280,130005","37,669601","280,130005",0
"2022-01-01 03:00:01","2022-01-01 03:00:00",0,"2022-01-01 04:00:00",DK1,,,,"37,669601","280,130005","37,669601","280,130005","37,669601","280,130005",0
"2022-01-01 04:00:00","2022-01-01 04:00:00",0,"2022-01-01 05:00:00",DK2,,,,"39,700127","295,230011","39,700127","295,230011","39,700127","295,230011",0
"2022-01-01 04:00:01","2022-01-01 04:00:00",0,"2022-01-01 05:00:00",DK1,,,,"39,700127","295,230011","39,700127","295,230011","39,700127","295,230011",0
"2022-01-01 05:00:00","2022-01-01 05:00:00",0,"2022-01-01 06:00:00",DK2,,,,"40,590332","301,850006","40,590332","301,850006","40,590332","301,850006",0
"2022-01-01 05:00:01","2022-01-01 05:00:00",0,"2022-01-01 06:00:00",DK1,,,,"40,590332","301,850006","40,590332","301,850006","40,590332","301,850006",0
"2022-01-01 06:00:00","2022-01-01 06:00:00",0,"2022-01-01 07:00:00",DK2,,,,"43,259598","321,700012","43,259598","321,700012","43,259598","321,700012",0
"2022-01-01 06:00:01","2022-01-01 06:00:00",0,"2022-01-01 07:00:00",DK1,,,,"43,259598","321,700012","43,259598","321,700012","43,259598","321,700012",0
"2022-01-01 07:00:00","2022-01-01 07:00:00","25,799999","2022-01-01 08:00:00",DK2,,,,"43,139919","320,809998","49,660458","369,299988","43,139919","320,809998",0
"2022-01-01 07:00:01","2022-01-01 07:00:00","60,099998","2022-01-01 08:00:00",DK1,,,,"43,139919","320,809998","49,660458","369,299988","43,139919","320,809998",0
"2022-01-01 08:00:00","2022-01-01 08:00:00","156,600006","2022-01-01 09:00:00",DK2,,,,"43,130505","320,73999","70,05043","520,929993","43,130505","320,73999",0
"2022-01-01 08:00:01","2022-01-01 08:00:00","128,199997","2022-01-01 09:00:00",DK1,,,,"43,130505","320,73999","70,05043","520,929993","43,130505","320,73999",0
"2022-01-01 09:00:00","2022-01-01 09:00:00","124,5","2022-01-01 10:00:00",DK2,,,,"50,000671","371,829987","76,790154","571,049988","50,000671","371,829987",0
"2022-01-01 09:00:01","2022-01-01 09:00:00",0,"2022-01-01 10:00:00",DK1,,,,"76,790154","571,049988","76,790154","571,049988","76,790154","571,049988",0
"2022-01-01 10:00:00","2022-01-01 10:00:00",0,"2022-01-01 11:00:00",DK2,,,,"84,100044","625,409973","84,100044","625,409973","84,100044","625,409973",0
"2022-01-01 10:00:01","2022-01-01 10:00:00",0,"2022-01-01 11:00:00",DK1,,,,"84,100044","625,409973","84,100044","625,409973","84,100044","625,409973",0
"2022-01-01 11:00:00","2022-01-01 11:00:00","11,5","2022-01-01 12:00:00",DK2,,,,"64,999664","483,369995","94,739464","704,530029","64,999664","483,369995",0
"2022-01-01 11:00:01","2022-01-01 11:00:00","27,1","2022-01-01 12:00:00",DK1,,,,"64,999664","483,369995","94,739464","704,530029","64,999664","483,369995",0
"2022-01-01 12:00:00","2022-01-01 12:00:00","76,199997","2022-01-01 13:00:00",DK2,,,,"50,214481","373,420013","96,799568","719,849976","50,214481","373,420013",0
"2022-01-01 12:00:01","2022-01-01 12:00:00","147,699997","2022-01-01 13:00:00",DK1,,,,"50,214481","373,420013","96,799568","719,849976","50,214481","373,420013",0
"2022-01-01 13:00:00","2022-01-01 13:00:00","12,3","2022-01-01 14:00:00",DK2,,,,"55,999462","416,440002","97,169365","722,599976","55,999462","416,440002",0
"2022-01-01 13:00:01","2022-01-01 13:00:00","47,099998","2022-01-01 14:00:00",DK1,,,,"55,999462","416,440002","97,169365","722,599976","55,999462","416,440002",0
"2022-01-01 14:00:00","2022-01-01 14:00:00",0,"2022-01-01 15:00:00",DK2,,,,"101,269417","753,090027","101,269417","753,090027","101,269417","753,090027",0
"2022-01-01 14:00:01","2022-01-01 14:00:00",0,"2022-01-01 15:00:00",DK1,,,,"101,269417","753,090027","101,269417","753,090027","101,269417","753,090027",0
"2022-01-01 15:00:00","2022-01-01 15:00:00","3,8","2022-01-01 16:00:00",DK2,,,,"101,999596","758,52002","126,599876","941,460022","101,999596","758,52002",0
"2022-01-01 15:00:01","2022-01-01 15:00:00",0,"2022-01-01 16:00:00",DK1,,,,"101,999596","758,52002","126,599876","941,460022","101,999596","758,52002",0
"2022-01-01 16:00:00","2022-01-01 16:00:00","9,6","2022-01-01 17:00:00",DK2,,,,"101,999596","758,52002","149,969742","1115,25","101,999596","758,52002",0
"2022-01-01 16:00:01","2022-01-01 16:00:00",0,"2022-01-01 17:00:00",DK1,,,,"101,999596","758,52002","149,969742","1115,25","101,999596","758,52002",0
"2022-01-01 17:00:00","2022-01-01 17:00:00","9,2","2022-01-01 18:00:00",DK2,,,,"101,999596","758,52002","146,32959","1088,180054","101,999596","758,52002",0
"2022-01-01 17:00:01","2022-01-01 17:00:00",0,"2022-01-01 18:00:00",DK1,,,,"101,999596","758,52002","146,32959","1088,180054","101,999596","758,52002",0
"2022-01-01 18:00:00","2022-01-01 18:00:00","9,4","2022-01-01 19:00:00",DK2,,,,80,"594,919983","140,279709","1043,189941",80,"594,919983",0
"2022-01-01 18:00:01","2022-01-01 18:00:00","31,6","2022-01-01 19:00:00",DK1,,,,80,"594,919983","140,279709","1043,189941",80,"594,919983",0
"2022-01-01 19:00:00","2022-01-01 19:00:00","31,799999","2022-01-01 20:00:00",DK2,,,,80,"594,919983","121,879913","906,359985",80,"594,919983",0
"2022-01-01 19:00:01","2022-01-01 19:00:00",35,"2022-01-01 20:00:00",DK1,,,,80,"594,919983","121,879913","906,359985",80,"594,919983",0
"2022-01-01 20:00:00","2022-01-01 20:00:00","19,6","2022-01-01 21:00:00",DK2,,,,"42,953003","319,420013","102,6101","763,059998","42,953003","319,420013",0
"2022-01-01 20:00:01","2022-01-01 20:00:00","31,200001","2022-01-01 21:00:00",DK1,,,,"42,953003","319,420013","102,6101","763,059998","42,953003","319,420013",0
"2022-01-01 21:00:00","2022-01-01 21:00:00","29,6","2022-01-01 22:00:00",DK2,,,,"42,47966","315,899994","95,120018","707,359985","42,47966","315,899994",0
"2022-01-01 21:00:01","2022-01-01 21:00:00","76,699997","2022-01-01 22:00:00",DK1,,,,"42,47966","315,899994","95,120018","707,359985","42,47966","315,899994",0
"2022-01-01 22:00:00","2022-01-01 22:00:00",0,"2022-01-01 23:00:00",DK2,,,,"27,999731","208,220001","83,110336","618,049988","27,999731","208,220001",0
"2022-01-01 22:00:01","2022-01-01 22:00:00","119,199997","2022-01-01 23:00:00",DK1,,,,"27,999731","208,220001","83,110336","618,049988","27,999731","208,220001",0
"2022-01-01 23:00:00","2022-01-01 23:00:00",10,"2022-01-02 00:00:00",DK2,,,,"26,99926","200,779999","34,730049","258,269989","26,99926","200,779999",0
"2022-01-01 23:00:01","2022-01-01 23:00:00",0,"2022-01-02 00:00:00",DK1,,,,"26,99926","200,779999","57,079269","424,470001","26,99926","200,779999",0
"2022-01-02 00:00:00","2022-01-02 00:00:00",0,"2022-01-02 01:00:00",DK2,,,,"44,999664","334,640015","44,999664","334,640015","34,389835","255,740005",0
"2022-01-02 00:00:01","2022-01-02 00:00:00",0,"2022-01-02 01:00:00",DK1,,,,"52,589256","391,079987","52,589256","391,079987","52,589256","391,079987",0
"2022-01-02 01:00:00","2022-01-02 01:00:00",0,"2022-01-02 02:00:00",DK2,,,,"44,999664","334,640015","44,999664","334,640015","34,358906","255,509995",0
"2022-01-02 01:00:01","2022-01-02 01:00:00",0,"2022-01-02 02:00:00",DK1,,,,"48,969273","364,160004","48,969273","364,160004","48,969273","364,160004",0
"2022-01-02 02:00:00","2022-01-02 02:00:00",0,"2022-01-02 03:00:00",DK2,,,,"34,099373","253,580002","34,099373","253,580002","34,099373","253,580002",0
"2022-01-02 02:00:01","2022-01-02 02:00:00",0,"2022-01-02 03:00:00",DK1,,,,"34,939823","259,829987","34,939823","259,829987","34,939823","259,829987",0
"2022-01-02 03:00:00","2022-01-02 03:00:00",0,"2022-01-02 04:00:00",DK2,,,,"29,559605","219,820007","29,559605","219,820007","29,559605","219,820007",0
"2022-01-02 03:00:01","2022-01-02 03:00:00",0,"2022-01-02 04:00:00",DK1,,,,"29,559605","219,820007","29,559605","219,820007","29,559605","219,820007",0
"2022-01-02 04:00:00","2022-01-02 04:00:00","7,1","2022-01-02 05:00:00",DK2,,,,"26,99926","200,779999","33,968937","252,610001","26,99926","200,779999",0
"2022-01-02 04:00:01","2022-01-02 04:00:00","19,5","2022-01-02 05:00:00",DK1,,,,"26,99926","200,779999","33,968937","252,610001","26,99926","200,779999",0
"2022-01-02 05:00:00","2022-01-02 05:00:00",10,"2022-01-02 06:00:00",DK2,,,,"26,99926","200,779999","34,518929","256,700012","26,99926","200,779999",0
"2022-01-02 05:00:01","2022-01-02 05:00:00","36,700001","2022-01-02 06:00:00",DK1,,,,"26,99926","200,779999","34,518929","256,700012","26,99926","200,779999",0
"2022-01-02 06:00:00","2022-01-02 06:00:00",10,"2022-01-02 07:00:00",DK2,,,,"26,99926","200,779999","41,799232","310,839996","26,99926","200,779999",0
"2022-01-02 06:00:01","2022-01-02 06:00:00","49,900002","2022-01-02 07:00:00",DK1,,,,"26,99926","200,779999","41,799232","310,839996","26,99926","200,779999",0
"2022-01-02 07:00:00","2022-01-02 07:00:00","19,6","2022-01-02 08:00:00",DK2,,,,"32,109192","238,779999","48,9491","364,01001","32,109192","238,779999",0
"2022-01-02 07:00:01","2022-01-02 07:00:00","52,099998","2022-01-02 08:00:00",DK1,,,,"32,109192","238,779999","48,9491","364,01001","32,109192","238,779999",0
"2022-01-02 08:00:00","2022-01-02 08:00:00",20,"2022-01-02 09:00:00",DK2,,,,"32,999393","245,399994","60,009415","446,26001","32,999393","245,399994",0
"2022-01-02 08:00:01","2022-01-02 08:00:00","72,199997","2022-01-02 09:00:00",DK1,,,,"32,999393","245,399994","60,009415","446,26001","32,999393","245,399994",0
"2022-01-02 09:00:00","2022-01-02 09:00:00","56,900002","2022-01-02 10:00:00",DK2,,,,"32,999393","245,399994","70,089424","521,219971","32,999393","245,399994",0
"2022-01-02 09:00:01","2022-01-02 09:00:00",167,"2022-01-02 10:00:00",DK1,,,,"32,999393","245,399994","70,089424","521,219971","32,999393","245,399994",0
"2022-01-02 10:00:00","2022-01-02 10:00:00",0,"2022-01-02 11:00:00",DK2,,,,"66,259666","492,73999","66,259666","492,73999","66,259666","492,73999",0
"2022-01-02 10:00:01","2022-01-02 10:00:00",0,"2022-01-02 11:00:00",DK1,,,,"66,259666","492,73999","66,259666","492,73999","66,259666","492,73999",0
"2022-01-02 11:00:00","2022-01-02 11:00:00",0,"2022-01-02 12:00:00",DK2,,,,"64,539772","479,950012","64,539772","479,950012","64,539772","479,950012",0
"2022-01-02 11:00:01","2022-01-02 11:00:00",0,"2022-01-02 12:00:00",DK1,,,,"64,539772","479,950012","64,539772","479,950012","64,539772","479,950012",0
"2022-01-02 12:00:00","2022-01-02 12:00:00",0,"2022-01-02 13:00:00",DK2,,,,"79,998657","594,909973","79,998657","594,909973","46,95892","349,209991","14,9"
"2022-01-02 12:00:01","2022-01-02 12:00:00",0,"2022-01-02 13:00:00",DK1,,,,"79,998657","594,909973","79,998657","594,909973","46,95892","349,209991","4,8"
"2022-01-02 13:00:00","2022-01-02 13:00:00",0,"2022-01-02 14:00:00",DK2,,,,"89,999329","669,280029","89,999329","669,280029","49,059368","364,829987",149
"2022-01-02 13:00:01","2022-01-02 13:00:00",0,"2022-01-02 14:00:00",DK1,,,,"89,999329","669,280029","89,999329","669,280029","49,059368","364,829987","8,6"
"2022-01-02 14:00:00","2022-01-02 14:00:00",0,"2022-01-02 15:00:00",DK2,,,,"109,997986",818,"109,997986",818,"74,989578","557,659973","27,299999"
"2022-01-02 14:00:01","2022-01-02 14:00:00",0,"2022-01-02 15:00:00",DK1,,,,"109,997986",818,"109,997986",818,"74,989578","557,659973","1,7"
"2022-01-02 15:00:00","2022-01-02 15:00:00",0,"2022-01-02 16:00:00",DK2,,,,"88,148994","655,52002","88,148994","655,52002","88,148994","655,52002",0
"2022-01-02 15:00:01","2022-01-02 15:00:00",0,"2022-01-02 16:00:00",DK1,,,,"88,148994","655,52002","88,148994","655,52002","88,148994","655,52002",0
"2022-01-02 16:00:00","2022-01-02 16:00:00",0,"2022-01-02 17:00:00",DK2,,,,"95,398376","709,429993","95,398376","709,429993","95,398376","709,429993",0
"2022-01-02 16:00:01","2022-01-02 16:00:00",0,"2022-01-02 17:00:00",DK1,,,,"144,498077","1074,560059","144,498077","1074,560059","95,398376","709,429993","23,799999"
"2022-01-02 17:00:00","2022-01-02 17:00:00",0,"2022-01-02 18:00:00",DK2,,,,"86,708801","644,809998","86,708801","644,809998","86,708801","644,809998",0
"2022-01-02 17:00:01","2022-01-02 17:00:00",0,"2022-01-02 18:00:00",DK1,,,,"87,838364","653,210022","87,838364","653,210022","87,838364","653,210022",0
"2022-01-02 18:00:00","2022-01-02 18:00:00",0,"2022-01-02 19:00:00",DK2,,,,"71,268745","529,98999","71,268745","529,98999","71,268745","529,98999",0
"2022-01-02 18:00:01","2022-01-02 18:00:00",0,"2022-01-02 19:00:00",DK1,,,,"71,268745","529,98999","71,268745","529,98999","71,268745","529,98999",0
"2022-01-02 19:00:00","2022-01-02 19:00:00","60,5","2022-01-02 20:00:00",DK2,,,,"29,999327","223,089996","54,119545","402,459991","29,999327","223,089996",0
"2022-01-02 19:00:01","2022-01-02 19:00:00","87,699997","2022-01-02 20:00:00",DK1,,,,"29,999327","223,089996","54,119545","402,459991","29,999327","223,089996",0
"2022-01-02 20:00:00","2022-01-02 20:00:00","83,800003","2022-01-02 21:00:00",DK2,,,,"26,99926","200,779999","46,15881","343,26001","26,99926","200,779999",0
"2022-01-02 20:00:01","2022-01-02 20:00:00","117,699997","2022-01-02 21:00:00",DK1,,,,"26,99926","200,779999","46,15881","343,26001","26,99926","200,779999",0
"2022-01-02 21:00:00","2022-01-02 21:00:00","26,799999","2022-01-02 22:00:00",DK2,,,,"26,99926","200,779999","46,289249","344,230011","26,99926","200,779999",0
"2022-01-02 21:00:01","2022-01-02 21:00:00","114,699997","2022-01-02 22:00:00",DK1,,,,"26,99926","200,779999","46,289249","344,230011","26,99926","200,779999",0
"2022-01-02 22:00:00","2022-01-02 22:00:00","70,5","2022-01-02 23:00:00",DK2,,,,"24,499428","182,190002","32,92947","244,880005","24,499428","182,190002",0
"2022-01-02 22:00:01","2022-01-02 22:00:00","96,699997","2022-01-02 23:00:00",DK1,,,,"24,499428","182,190002","32,92947","244,880005","24,499428","182,190002",0
"2022-01-02 23:00:00","2022-01-02 23:00:00",0,"2022-01-03 00:00:00",DK2,,,,"13,199758","98,160004","13,199758","98,160004","13,199758","98,160004",0
"2022-01-02 23:00:01","2022-01-02 23:00:00",0,"2022-01-03 00:00:00",DK1,,,,"13,199758","98,160004","13,199758","98,160004","13,199758","98,160004",0
"2022-01-03 00:00:00","2022-01-03 00:00:00","9,6","2022-01-03 01:00:00",DK2,,,,"15,000337","111,550003","19,919317","148,130005","15,000337","111,550003",0
"2022-01-03 00:00:01","2022-01-03 00:00:00","94,800003","2022-01-03 01:00:00",DK1,,,,"15,000337","111,550003","19,919317","148,130005","15,000337","111,550003",0
"2022-01-03 01:00:00","2022-01-03 01:00:00","36,5","2022-01-03 02:00:00",DK2,,,,"12,000269","89,239998","19,869562","147,759995","12,000269","89,239998",0
"2022-01-03 01:00:01","2022-01-03 01:00:00","117,400002","2022-01-03 02:00:00",DK1,,,,"12,000269","89,239998","19,869562","147,759995","12,000269","89,239998",0
"2022-01-03 02:00:00","2022-01-03 02:00:00","4,4","2022-01-03 03:00:00",DK2,,,,"12,000269","89,239998","13,2401","98,459999","12,000269","89,239998",0
"2022-01-03 02:00:01","2022-01-03 02:00:00","25,299999","2022-01-03 03:00:00",DK1,,,,"12,000269","89,239998","13,2401","98,459999","12,000269","89,239998",0
"2022-01-03 03:00:00","2022-01-03 03:00:00",0,"2022-01-03 04:00:00",DK2,,,,"13,289854","98,830002","13,289854","98,830002","13,289854","98,830002",0
"2022-01-03 03:00:01","2022-01-03 03:00:00",0,"2022-01-03 04:00:00",DK1,,,,"0,099509","0,74","0,099509","0,74","0,099509","0,74",0
"2022-01-03 04:00:00","2022-01-03 04:00:00",0,"2022-01-03 05:00:00",DK2,,,,"9,239562","68,709999","9,239562","68,709999","9,239562","68,709999",0
"2022-01-03 04:00:01","2022-01-03 04:00:00",0,"2022-01-03 05:00:00",DK1,,,,"0,320043","2,38","0,320043","2,38","0,320043","2,38",0
"2022-01-03 05:00:00","2022-01-03 05:00:00",44,"2022-01-03 06:00:00",DK2,,,,"23,820345","177,139999","37,549923","279,23999","23,820345","177,139999",0
"2022-01-03 05:00:01","2022-01-03 05:00:00","94,900002","2022-01-03 06:00:00",DK1,,,,"23,820345","177,139999","37,549923","279,23999","23,820345","177,139999",0
"2022-01-03 06:00:00","2022-01-03 06:00:00",25,"2022-01-03 07:00:00",DK2,,,,"26,000135","193,350006","88,758156","660,049988","26,000135","193,350006",0
"2022-01-03 06:00:01","2022-01-03 06:00:00","43,200001","2022-01-03 07:00:00",DK1,,,,"26,000135","193,350006","88,758156","660,049988","26,000135","193,350006",0
"2022-01-03 07:00:00","2022-01-03 07:00:00",0,"2022-01-03 08:00:00",DK2,,,,"99,998657","743,640015","122,928795","914,159973","99,998657","743,640015",0
"2022-01-03 07:00:01","2022-01-03 07:00:00",5,"2022-01-03 08:00:00",DK1,,,,"99,998657","743,640015","122,928795","914,159973","99,998657","743,640015",0
"2022-01-03 08:00:00","2022-01-03 08:00:00",0,"2022-01-03 09:00:00",DK2,,,,"110,168762","819,27002","110,168762","819,27002","110,168762","819,27002",0
"2022-01-03 08:00:01","2022-01-03 08:00:00",0,"2022-01-03 09:00:00",DK1,,,,"110,168762","819,27002","110,168762","819,27002","110,168762","819,27002",0
"2022-01-03 09:00:00","2022-01-03 09:00:00",0,"2022-01-03 10:00:00",DK2,,,,"93,378609","694,409973","93,378609","694,409973","93,378609","694,409973",0
