,ReguReg
2104,1320.9110128666869
2105,1408.8375192571493
2106,1358.0394788235344
2107,1597.2304039393484
2108,1707.4788168222187
2109,586.6728151043061
2110,854.3116472771159
2111,1111.8320126809797
2112,1391.4319328206334
2113,1449.5294065068942
2114,228.31818226026965
2115,555.7334051111326
2116,1179.1458092480502
2117,404.5630275020711
2118,58.5501051962168
2119,195.93660487811616
2120,174.28906195689012
2121,42.42711093420533
2122,-9.642826534918083
2123,-303.1049240653828
2124,-403.9965549713349
2125,-342.37064068967436
2126,-195.74678996211946
2127,-334.1581123378818
2128,-99.06427214472879
2129,162.04787115651425
2130,721.9292529203228
2131,801.2065841377793
2132,904.9775246000382
2133,1218.6590315719575
2134,1441.8486246643802
2135,1498.638792073013
2136,1284.4955946635682
2137,1379.2294758975481
2138,1407.7593511199152
2139,1447.811332406769
2140,1261.154088497115
2141,1101.9778633717444
2142,778.9113410096753
2143,336.1137835261427
2144,249.73430377731722
2145,182.33884388251406
2146,145.4006040467512
2147,123.93089487658428
2148,-616.2786806238292
2149,-137.7162616360101
2150,-226.37920136725074
2151,-559.7131532461246
2152,-864.710235939466
2153,-130.35334515429685
2154,-158.7518035485038
2155,360.0331103007555
2156,209.72428366560447
2157,35.78484871657254
2158,0.7836872254918205
2159,-13.596742580116368
2160,-119.86693557950649
2161,125.83826975968282
2162,-12.268441844832221
2163,-22.08919558142223
2164,-210.10032988147705
2165,-364.7921171328229
2166,-685.6777829278342
2167,-937.9782977509311
2168,-962.7821064280472
2169,-839.6600812998148
2170,-945.5417067812989
2171,-1147.4337934715327
2172,-1363.4277674541574
2173,-1449.0649323206949
2174,-1457.2661071120017
2175,-1324.262962580596
2176,-1254.9658896616363
2177,-1577.790622059196
2178,-1315.7612903089669
2179,-1462.8703438678417
2180,-1395.6436135735362
2181,-1082.2412957894078
2182,-1299.363536647389
2183,-1469.9652876686384
2184,-1270.5628357740538
2185,-1463.7475987347786
2186,-1426.805888533307
2187,-1460.0127595845981
2188,-1498.1997994945386
2189,-1489.8638494184515
2190,-1593.8552889244045
2191,-1657.0018310899432
2192,-1600.3108346517765
2193,-1489.4359557412868
2194,-1316.0845151108606
2195,-1157.13398206528
2196,-895.4869235680783
2197,-673.7937687855402
2198,-401.2519144073653
2199,122.4865003272955
2200,548.9420401877866
2201,1024.2617059995846
2202,1900.9901687898107
2203,1581.4814971965802
2204,1755.9386509328012
2205,1523.7304635696319
2206,1599.7229238576094
2207,1410.3086596407975
2208,1022.0715452363004
2209,1046.8574209154542
2210,1061.7172697845645
2211,928.0422845193668
2212,897.8614329772121
2213,1055.288802001353
2214,918.4576822457171
2215,573.0437100133258
2216,346.2018634220511
2217,149.9485795680768
2218,-270.9206320106794
2219,-507.737900283503
2220,-829.2073686324478
2221,-694.9060561477679
2222,-565.207634614127
2223,-441.13833533349964
2224,-729.259222499542
2225,-219.65410217013925
2226,90.76849068960058
2227,-201.0969590843324
2228,-346.25184338301403
2229,-733.3433454234461
2230,-1052.1510078382116
2231,-1323.7727136536573
2232,-1608.2658376872475
2233,-1940.9188531426912
2234,-2662.350981137077
2235,-2514.1748415408724
2236,-2704.3617306526558
2237,-2261.9390250192855
2238,-2572.513013451342
2239,-2689.623814072102
2240,-2726.2855493561624
2241,-3019.8739330641242
2242,-3813.8136967935043
2243,-4370.898912003032
2244,-5206.946191152783
2245,-5484.504007593548
2246,-5438.6945778931995
2247,-5248.94161049401
2248,-5105.027923860644
2249,-4431.797811618318
2250,-4305.192371581097
2251,-3197.804504999325
2252,-3064.2916025679524
2253,-2910.2419167125236
2254,-3015.067195508728
2255,-2849.8386306517355
2256,-2745.011052340713
2257,-2592.466909181991
2258,-2903.921366474143
2259,-2127.60611281964
2260,-1896.673681427085
2261,-1506.2368584011385
2262,-1347.9108956872678
2263,-1370.4847892126954
2264,-1042.6655263372136
2265,-1027.5553016187885
2266,-1446.0140203744486
2267,-1400.7917725924194
2268,-953.6421982337376
2269,-1608.0030835930243
2270,-1645.4340649180035
2271,-1476.4983285311107
2272,-1396.3099500541332
2273,-1329.3701432341668
2274,-1239.0460385237109
2275,-1048.3270207776904
2276,-510.9244830366546
2277,-234.7421371678105
2278,-257.36251621868485
2279,-174.02782799456
2280,650.4296056974168
2281,1274.647192658409
2282,1151.4217442470144
2283,1632.8685509641102
2284,1701.8412740138913
2285,1786.4918636161158
2286,1371.925592010916
2287,153.87447048946888
2288,-685.2015503557777
2289,-1239.7016601840346
2290,-1227.825319476204
2291,-956.4899731708845
2292,-2356.4524025968694
2293,-2949.4771272685075
2294,-2746.1509979147286
2295,-2581.68796029289
2296,-1859.8521788564249
2297,-2108.315987057117
2298,-1941.0922177151056
2299,-2194.7955905159456
2300,-2208.523992417339
2301,-1782.1235036974133
2302,-1728.8018097821343
2303,-1463.3020004114571
2304,-2197.7702672037935
2305,-1991.5793464580831
2306,-2186.9451841455752
2307,-2637.3425850135263
2308,-2448.0373792808396
2309,-2279.5229023938377
2310,-1936.8523931024838
2311,-2400.230738057919
2312,-2541.5993465584324
2313,-2912.959541149106
2314,-2723.5871207824125
2315,-2919.363010148838
2316,-3323.103402578042
2317,-2402.3784855062518
2318,-2366.7288667875787
2319,-2788.7461558287864
2320,-741.863569420728
2321,-737.8333960229451
2322,-820.4999023512656
2323,-573.7236283203142
2324,-1010.3011127136654
2325,-2614.7610662524
2326,-3283.202400538968
2327,-3647.3695253611736
2328,-3471.3847359413544
2329,-2958.7673427112704
2330,-3117.6039451756346
2331,-3541.6462771041383
2332,-3875.8252967940284
2333,-3549.8252381435095
2334,-2862.456488093323
2335,-3276.1942177336045
2336,-3340.1396889026096
2337,-3761.275410707861
2338,-3506.932793962141
2339,-3489.7318100736297
2340,-3462.9368904841235
2341,-3749.4463787071813
2342,-2881.235530595734
2343,-2562.2824419266994
2344,-2208.9209695106406
2345,-2281.9456629153815
2346,-1742.7109954981506
2347,-1797.1542610991844
2348,-1258.0527941218081
2349,-1434.757197429026
2350,-1348.5378776143282
2351,-636.978580179523
2352,-600.3085246556005
2353,-803.9797745033272
2354,-1436.987359169442
2355,-1822.7530835352513
2356,-1507.6509911466221
2357,-1355.6771218723288
2358,-1949.045291292278
2359,-1924.3655498085313
2360,-2199.7573895024007
2361,-2480.882507380595
2362,-2617.4905570091637
2363,-2341.234831327026
2364,-2418.2631304329752
2365,-2260.1043971253257
2366,-2465.8770199752644
2367,-2099.3117692318024
2368,-2206.8657984931515
2369,-1820.7768632106772
2370,-1710.2311923037003
2371,-1840.9643318805813
2372,-2169.5614944615236
2373,-2462.2350192577346
2374,-2537.6538328381375
2375,-2212.2522328919486
2376,-2038.1255750867795
2377,-1865.0060248311752
2378,-1892.6493612100294
2379,-2099.025551467799
2380,-2039.8931546416297
2381,-1989.2675291458122
2382,-2111.1183321837048
2383,-2059.282287444507
2384,-2184.640811111948
2385,-1952.7227297760462
2386,-2199.118270606438
2387,-2087.3679837276645
2388,-2232.856101313066
2389,-2521.8748496013354
2390,-2500.5509503856706
2391,-2067.680134777778
2392,-1726.9276521897543
2393,-876.7324219383402
2394,-788.9900817651136
2395,-674.2806508958906
2396,-652.2317083861699
2397,-292.7950771248751
2398,166.04810753038728
2399,-399.0486326789062
2400,-423.0348938631431
2401,-253.04333903951166
2402,-404.65172535597026
2403,-663.7015954419567
2404,-632.2303418578671
2405,-236.73688910177347
2406,-412.7318321085544
2407,-626.8331256823651
2408,-594.9330114983183
2409,-577.3250048345218
2410,-933.3596571770364
2411,-875.5529284386444
2412,-912.7076267099218
2413,-992.0907550196919
2414,-738.6086115529481
2415,-726.776950087441
2416,-608.2212956214942
2417,-172.21081314385356
2418,468.7986227001423
2419,848.8473750548036
2420,889.5472093329862
2421,1106.6205233487772
2422,1554.9291985964148
2423,1386.493535524901
2424,1362.4890733369161
2425,1215.1353279701723
2426,1202.4995568831764
2427,1009.6274640557199
2428,995.5636796354308
2429,1339.6787590575634
2430,1708.4592664472818
2431,1310.2614971136124
2432,1270.3664266109445
2433,909.6551453912413
2434,606.5312517582196
2435,642.8742164486285
2436,557.8836490555162
2437,544.5669962130929
2438,550.471726159378
2439,559.3022535836872
2440,1174.0382484896504
2441,923.348190681834
2442,632.8018621991513
2443,621.8756421605709
2444,548.7627812417295
2445,361.87590152153035
2446,420.83757346148235
2447,271.73454950166604
2448,750.8199882467111
2449,632.8600074786265
2450,676.6550038020404
2451,580.7186514602704
2452,362.07778909128257
2453,77.76597397474497
2454,-363.50564731680686
2455,-604.261303831556
2456,-855.626499186354
2457,-1284.6690546052382
2458,-1062.0014213464299
2459,-916.3433726313926
2460,-976.458469851528
2461,-542.858123042735
2462,-626.1351940299168
2463,-317.84844036439586
2464,-61.29045805368452
2465,-69.96189557818306
2466,484.43482619968876
2467,577.8879677276703
2468,700.8900778133057
2469,1079.9852632884567
2470,778.6622415082728
2471,978.8590473208338
2472,1004.2290467817536
2473,895.5215037139255
2474,809.307023435767
2475,434.47422941485445
2476,562.7191271012463
2477,949.5317633381234
2478,720.4135154230053
2479,451.9161850798817
2480,34.67106944663115
2481,54.623951765026405
2482,-114.15319140194735
2483,-257.30728899631623
2484,-161.5018864321314
2485,291.4418420146422
2486,285.48594483487767
2487,-617.2372363846374
2488,325.8604531787538
2489,713.0632900565029
2490,698.1594676267597
2491,949.0317182994992
2492,1115.5467674977601
2493,1271.5679111159666
2494,1080.5840579848987
2495,1360.3242300452396
2496,1484.3911223757777
2497,1110.5330137087274
2498,869.5433323095239
2499,329.08145404037447
2500,-563.527285532435
2501,-1145.176572380372
2502,-1240.44932069877
2503,-1182.9661049037652
2504,-1484.2493529190285
2505,-1480.3352534647747
2506,-1479.059333302489
2507,-1650.8301810563728
2508,-1753.127370490576
2509,-1720.010112764454
2510,-1343.417546434889
2511,-784.6034128598836
2512,-743.8650687524245
2513,-1062.4480822039372
2514,-863.0801024903247
2515,-721.435878784924
2516,-864.1872583630266
2517,-409.4245685747034
2518,-173.6423739829095
2519,150.91374591419557
2520,203.40588745135537
2521,607.4568943811728
2522,744.8653823151275
2523,732.9608298133234
2524,907.3752326296176
2525,972.7740011590646
2526,605.8534711767936
2527,660.3161353986652
2528,605.7015053113814
2529,683.6473834688413
2530,423.23459502523673
2531,377.33791454636474
2532,663.6528414140591
2533,985.9338240187737
2534,799.6301460442688
2535,1072.0610306849853
2536,346.47576466737064
2537,422.0768823847212
2538,752.1578759815452
2539,398.3441430020588
2540,192.78912385378888
2541,517.3387088879315
2542,360.3135977685416
2543,367.76579314389295
2544,656.6506664084826
2545,711.9204131755265
2546,584.7446436534987
2547,464.24860969808697
2548,292.6637461932512
2549,236.81224714488434
2550,125.739656057693
2551,-463.88733083278294
2552,-600.3627145369001
2553,-705.604589370861
2554,-434.664020208041
2555,-64.76129395266783
2556,327.30683249468547
2557,528.5970449089385
2558,729.8386365504153
2559,1105.2458949671582
2560,1054.890106366987
2561,1589.2089308261388
2562,1608.7483498799368
2563,1966.4094700414148
2564,1819.4070896659225
2565,1877.7690496316557
2566,1889.1056775608981
2567,1634.5733646080073
2568,1493.8408574910459
2569,1586.6139154052246
2570,1312.936765396179
2571,1191.1921419527475
2572,1322.556957517111
2573,1377.71797905277
2574,1204.1296898448754
2575,1160.7690546883882
2576,1115.2629739563629
2577,1475.2069040271679
2578,1247.7210707144902
2579,1064.4003551621645
2580,403.69401746869386
2581,664.3949345653024
2582,756.1428875570552
2583,1105.5285816810865
2584,1227.0261463913628
2585,1401.0701359355883
2586,1664.2029580363587
2587,1646.276910915321
2588,1541.9952813611621
2589,1440.6390535363328
2590,1462.6246956717387
2591,1442.1311494996037
2592,1367.6222668239568
2593,1362.919018183431
2594,1405.3763364484166
2595,1245.537608845448
2596,1362.9544435227733
2597,1175.9278377021537
2598,13.831251784279008
2599,-82.59302115497391
2600,-147.52700295976902
2601,-213.76226729580924
2602,-212.17782745306974
2603,-378.0572607249444
2604,-316.43915535605356
2605,-173.1107101232714
2606,-133.32047838485204
2607,-216.30235087865864
2608,-143.82309207154063
2609,-125.80047980498195
2610,-19.67794824500671
2611,353.6805856885158
2612,854.0513143581157
2613,839.3548872456353
2614,869.2270204251645
2615,756.5246688258594
2616,529.2102603125334
2617,328.3206641304373
2618,345.391230874992
2619,179.145471149895
2620,22.222396999161248
2621,-329.0935745538748
2622,-381.57415845949197
2623,-704.9024988804211
2624,-739.1587560172479
2625,-768.0872319543087
2626,-1076.8074645075992
2627,-1394.6694870766667
2628,-1612.5305536945518
2629,-1786.4181772555658
2630,-1937.656013627752
2631,-1885.2631904244286
2632,-1959.7506966252326
2633,-1467.7285147561865
2634,-730.3169605795905
2635,-560.3171815951987
2636,-894.9621913261561
2637,-500.80359846098037
2638,-406.3291895911393
2639,-370.845627517663
2640,-543.7877490124819
2641,-427.9367559154754
2642,-380.0052423845484
2643,-529.0693842846849
2644,-402.0894140682936
2645,-537.6954907214656
2646,-449.81160042126396
2647,-828.1825281835642
2648,-965.3779129580348
2649,-653.0338803780455
2650,-805.0244272316312
2651,-804.3885597606393
2652,-652.3239251182766
2653,-610.9179115748186
2654,-953.151027801902
2655,-924.2409443661143
2656,-1002.7135412149206
2657,-1027.518972167477
2658,-777.0733865571077
2659,-938.2251131931123
2660,-936.9167354390167
2661,-1151.234661275958
2662,-867.9182925949931
2663,-709.326906820027
2664,-601.7634153906669
2665,-667.4051058216302
2666,-852.6298602684445
2667,-878.7341415951394
2668,-753.4742420150372
2669,-657.9780875004566
2670,-312.8320073443324
2671,-376.8505812751254
2672,-90.96769808146654
2673,-901.7006914883684
2674,151.51753118632172
2675,-284.3127494296524
2676,-769.1789184847028
2677,-642.3452376607789
2678,-678.4940932137839
2679,-901.6358345588152
2680,-824.3972949713674
2681,-721.4538193032953
2682,-380.05174496870154
2683,-193.62152404079745
2684,-232.3114604527931
2685,-301.35787814227643
2686,-77.91240721545657
2687,276.6367466452119
2688,150.02239174298902
2689,412.5664136675301
2690,476.48480797057084
2691,461.7190821418039
2692,482.31931306228995
2693,-291.5920169933718
2694,-234.90490718371208
2695,-262.27192715165086
2696,-185.34989239052243
2697,-453.2820487898466
2698,-500.40293667236676
2699,-520.0401958423007
2700,-564.7778712674071
2701,-401.28289133198274
2702,-324.7162103932892
2703,-852.668775622002
2704,-102.89960603551923
2705,348.7205649383593
2706,516.756352587619
2707,466.84400401631683
2708,-36.7868821879442
2709,-328.84129238387715
2710,-573.0529774357583
2711,-561.2311239804956
2712,-890.17699759127
2713,-1054.935241089368
2714,-1127.7478592571788
2715,-1691.9215533327886
2716,-1483.7918448807623
2717,-1459.4699743883461
2718,-1489.286814573631
2719,-1395.698574146908
2720,-1264.642924346241
2721,-1262.4531697779607
2722,-1460.9829692334902
2723,-1633.4018621530697
2724,-1758.9031412828974
2725,-1880.187498681958
2726,-1878.7136985459476
2727,-1589.2857666458706
2728,-1825.239135471933
2729,-1888.7944223912102
2730,-1824.2369197492744
2731,-1694.6388780345817
2732,-1458.7358726960776
2733,-1191.7515441307476
2734,-904.1903548465822
2735,-644.737964270979
2736,-517.6003919537712
2737,-591.0732841493116
2738,-470.96658166670306
2739,-165.91925276627163
2740,-52.623646212529714
2741,-509.4118762519101
2742,-423.5479237939797
2743,-358.3634551982135
2744,-255.56638711812073
2745,168.91307072968567
2746,44.565754318869786
2747,261.0264971280183
2748,532.0529534381282
2749,654.2288404310199
2750,940.9395261899077
2751,1274.9229385838692
2752,1590.4914856531213
2753,950.6807993649915
2754,952.7854205288795
2755,1327.5905172953496
2756,719.0248964327922
2757,1252.6993430706787
2758,681.1700590009361
2759,606.8114437078838
2760,369.61265708881996
2761,313.62516781361023
2762,368.56697975773017
2763,425.7128710873368
2764,542.326155351891
2765,356.6977674552706
2766,43.19262322314185
2767,91.37367754888335
2768,-97.47474741020375
2769,-294.6492659201408
2770,-111.48811919169711
2771,-160.91182322082355
2772,-130.66653454582993
2773,114.5191064114608
2774,26.812684065983404
2775,-5.948529898879319
2776,150.85581469664368
2777,348.8953783459459
2778,1068.4597390081544
2779,1353.502623763102
2780,1366.6624108823364
2781,1439.6449305926926
2782,1564.0915747210986
2783,1572.4861426435032
2784,1475.198260440918
2785,1813.6017089209768
2786,1726.5219395709037
2787,1675.3930050047513
2788,1700.6622198461255
2789,890.880080625769
2790,888.6281546549002
2791,509.93545627544574
2792,443.88310940980904
2793,413.2045130612236
2794,397.4034370873229
2795,493.21643890655525
2796,458.58212553868407
2797,413.606455997989
2798,314.3131081816463
2799,566.3336817850856
2800,396.99598798151754
2801,512.2490177836153
2802,900.8125429543221
2803,967.5730490400991
2804,1141.5174976520348
2805,649.0410516516256
2806,1118.2770740266506
2807,972.7414796674133
2808,1199.185274862716
2809,1513.576278785304
2810,1611.2396303050987
2811,1402.5780208346139
2812,1622.0647166783988
2813,1657.1806042494015
2814,1418.3094003016786
2815,1312.5556776455987
2816,1156.9111654341252
2817,933.385946876878
2818,515.2263699288925
2819,347.56898663248217
2820,266.3269390072699
2821,442.3836725672053
2822,356.7868660465283
2823,516.6930988279049
2824,205.27713653033592
2825,472.96841617692536
2826,608.715103991518
2827,1133.5145148240636
2828,855.9749211627278
2829,503.70790225494204
2830,675.1543866827649
2831,739.0729256335879
2832,686.3402323091873
2833,868.1293188736568
2834,770.0721919494915
2835,796.4264959873589
2836,976.5033674539883
2837,1019.7257468993342
2838,888.1871720990406
2839,1245.3494391271695
2840,1538.6373277011712
2841,1822.1864496357393
2842,783.4090424669643
2843,997.1554992398509
2844,488.67939238591697
2845,335.37139844624954
2846,639.1704947114973
2847,829.8056159375136
2848,1258.605335846575
2849,907.7380300741631
2850,1839.7408985441564
2851,1554.9702897081938
2852,1595.9269123525353
2853,1641.6691079164732
2854,1721.4578305800485
2855,1609.9811324872262
2856,1574.417008786464
2857,1705.3556610277944
2858,1662.7701816590434
2859,1794.6000020646572
2860,1845.1643928587644
2861,2058.3567687368063
2862,1941.8850582171842
2863,1633.9962768600726
2864,1747.6292629144018
2865,1821.150740721451
2866,873.742628829213
2867,466.3250899961141
2868,571.787900339763
2869,948.2159285508992
2870,804.9121533744824
2871,344.14899406133736
2872,691.3717860772939
2873,677.0988879229885
2874,934.0561496359476
2875,911.015208648784
2876,1196.6617818504787
2877,1411.8832109467414
2878,894.0301938587237
2879,775.1451907320762
2880,903.8939224609377
2881,1005.218206118653
2882,1378.7665448363632
2883,1306.1180425676948
2884,1398.7877526409839
2885,1343.7508085915701
2886,1050.700129930646
2887,1002.7049853666757
2888,829.0250330914452
2889,566.7845878869655
2890,586.1482822442073
2891,837.6436589845866
2892,1089.2755532309527
2893,1135.8870048399006
2894,1420.4929613511504
2895,1249.9492382519104
2896,1500.9433273116351
2897,1026.9090439976746
2898,1923.136793700768
2899,1838.337960754292
2900,1879.4420963597136
2901,1682.1464137451105
2902,1841.3221087473903
2903,1705.9369457604328
2904,1612.8686260723064
2905,1659.5130772347338
2906,1597.7216662823914
2907,1451.0751076644617
2908,1391.723660997383
2909,1318.6379766396135
2910,897.1459521018476
2911,469.02409423527564
2912,187.23391417380188
2913,-48.614027921399966
2914,-162.91230622753162
2915,-141.12910936868968
2916,-277.0887993233998
2917,-396.54422001694235
2918,-303.29605613097544
2919,-828.7231690953165
2920,-759.0559200620409
2921,-517.1019864062548
2922,8.65560721352578
2923,230.55580156589414
2924,331.83612069610075
2925,509.30566311822616
2926,214.15951275664898
2927,326.19420938844667
2928,268.37956127909973
2929,511.45415448729995
2930,271.11992580240565
2931,519.7160147382887
2932,421.69170170492
2933,641.3337711775355
2934,644.3572378762058
2935,373.59417188641777
2936,338.3301275672785
2937,69.27233422398042
2938,609.848782808862
2939,454.89354848529644
2940,937.8804004599236
2941,997.5449994587027
2942,971.4994675250521
2943,1488.1647895787767
2944,989.1155598503217
2945,1092.6802517328247
2946,961.7748478806918
2947,1716.672517616932
2948,1697.4548524826223
2949,1649.6447486513698
2950,1806.165719182543
2951,1686.1691264083515
2952,1580.85501793614
2953,1618.364547876226
2954,1513.0036848794964
2955,1432.5124497915913
2956,1445.4377164665968
2957,1152.882636328501
2958,543.945457407475
2959,441.0747838496903
2960,539.0590104951033
2961,488.42862227299906
2962,460.9562207919126
2963,151.21948862209265
2964,447.7532511354718
2965,359.5033092122506
2966,190.36881549151957
2967,311.31056898324476
2968,639.0245415119806
2969,960.4380870522704
2970,1567.5390265981225
2971,1697.9348275787297
2972,1884.290346689543
2973,1800.3424463694007
2974,1939.891883555449
2975,1584.124063573813
2976,1453.3442296664136
2977,1167.3089787635768
2978,817.5243812005322
2979,871.4084902969837
2980,1225.4263195991005
2981,1456.935689638747
2982,992.8200149034744
2983,1059.569145942006
2984,751.2346596885591
2985,947.3484186985136
2986,991.2629333203363
2987,676.550176816433
2988,386.5622333816211
2989,432.0979260984484
2990,124.19714405075086
2991,-260.1861166334604
2992,-51.182572879622555
2993,21.90960313319395
2994,323.71104628322524
2995,764.7096370564769
2996,889.85307418699
2997,958.8368829667793
2998,1095.4172905268285
2999,1385.0289561597708
3000,1012.5662693408841
3001,1379.9065565361966
3002,1236.8138333595275
3003,539.6685695523773
3004,1081.6006606379685
3005,1000.2099331171268
3006,575.675634067845
3007,350.47487882977833
3008,178.72943318760022
3009,-274.5258489704524
3010,-240.918038375706
3011,-277.66507769845185
3012,-424.9434462015747
3013,-463.06400305686697
3014,-394.56049307529133
3015,-331.1111245565987
3016,-18.606938659951133
3017,112.38349989925958
3018,388.25558811143577
3019,915.5989126692652
3020,977.7627952807095
3021,650.5298877192259
3022,664.1346884213383
3023,887.9748867657546
3024,793.1221392987419
3025,542.5914867458605
3026,681.660873404679
3027,740.4932162440548
3028,556.4483109589986
3029,360.3347299214181
3030,-722.2037122410543
3031,-449.8800552366503
3032,-563.9115758188261
3033,-665.6217623833674
3034,-744.7299147287466
3035,-531.7936774711375
3036,-277.55218903098176
3037,-783.8645047095481
3038,-947.1122554422535
3039,-941.6875843496031
3040,-911.0962751116666
3041,-69.39043138476825
3042,513.9711575211885
3043,785.5845107721408
3044,1108.972469617369
3045,1191.0063068315578
3046,852.0081222097922
3047,942.220307274179
3048,736.5144572666946
3049,819.8062331490106
3050,899.4006810966392
3051,706.7169517165015
3052,892.6149476153932
3053,852.8722180306223
3054,604.5079411543567
3055,585.3464910508393
3056,861.8253967983572
3057,737.6200406042802
3058,712.292343510148
3059,714.2743002037312
3060,802.1928799541906
3061,462.99455221431595
3062,830.0009180159878
3063,1060.780605437559
3064,1078.6773307589485
3065,1051.0636258918282
3066,1055.881064876613
3067,1446.3235918683856
3068,1244.658134771309
3069,1239.8329507380513
3070,1183.9101068862653
3071,1203.3549491242659
3072,1021.629567408584
3073,900.7462431931618
3074,973.5628526280877
3075,722.7374480139983
3076,743.6566061188479
3077,683.5627652018011
3078,-5.986648078723129
3079,51.484338434828096
3080,-2.2381755763230045
3081,491.1054711503108
3082,334.96512588152694
3083,361.14362620690815
3084,390.868441671874
3085,585.202493103453
3086,718.6791379915785
3087,939.8036357090539
3088,914.8156045024414
3089,968.8866781995574
3090,1278.91583842753
3091,898.0099301396532
3092,850.5857871312977
3093,789.844747827719
3094,690.1632284206572
3095,466.47034508620203
3096,608.321915861655
3097,344.5898815747856
3098,148.32462622447264
3099,375.37753557221475
3100,174.22486108009304
3101,-46.91704949067969
3102,-630.4433345417764
3103,-636.336336136848
3104,-615.8671164111439
3105,-588.5056056876181
3106,-712.8218150995318
3107,-1088.2794336367378
3108,-1297.5313201437964
3109,-1220.2437092410316
3110,-1128.6003515820828
3111,-842.6994377960463
3112,-598.3185751023517
3113,-270.16705620163935
3114,525.0641913660539
3115,1284.5196355592823
3116,68.88125974371225
3117,410.4299379546657
3118,-40.03316459031746
3119,973.5274078625051
3120,616.8945592925014
3121,-628.161434546716
3122,-450.12054248784216
3123,-74.77510040312154
3124,378.55652308671637
3125,87.85936823347592
3126,416.9642604027435
3127,659.0271567776562
3128,614.2692111221046
3129,417.04111238420376
3130,361.9328829218174
3131,83.53476602030723
3132,258.3861131251777
3133,-95.698053173968
3134,-1040.3020626826217
3135,-500.8317254914691
3136,-641.0835386086654
3137,-83.83118381488578
3138,558.0920642496669
3139,862.843142998272
3140,1648.9102690154832
3141,1690.8817829605273
3142,684.6517143677781
3143,1109.8003445536563
3144,1427.4329880343194
3145,934.5225810359592
3146,444.0399824918296
3147,16.39025542079694
3148,-542.963992276495
3149,-731.9870274903062
3150,-368.67377503512535
3151,-1500.1865324555308
3152,-1712.7938435589201
3153,-1683.1976761579479
3154,-2121.4842064198924
3155,-2296.8580563047058
3156,-2131.077143064807
3157,-1819.3305609939496
3158,-1792.5711264752276
3159,-1562.306385929676
3160,-1736.042968015278
3161,-960.3696162584081
3162,-489.36303819836104
3163,-1066.14092029962
3164,-133.33254960389849
3165,-90.32509261219981
3166,-295.66039346618913
3167,-123.8885677035065
3168,-777.6592707725613
3169,-584.0472655999091
3170,-33.9188302863123
3171,333.279652699228
3172,258.9004465320078
3173,-293.7383993234007
3174,-438.1893605714525
3175,-355.6045867431199
3176,-356.6384211139603
3177,-739.4055414245864
3178,-722.0907720764818
3179,-488.19586408148507
3180,-319.2700916981044
3181,-1166.0902356978104
3182,-925.1406696747647
3183,-986.213486276994
3184,-1017.5336817364996
3185,-669.879908802169
3186,-695.2185147329857
3187,-692.9019641611106
3188,-853.2324657406914
3189,-967.7154734094212
3190,-1216.0132961216284
3191,-1123.5822942313935
3192,-1166.8204547394726
3193,-1317.5563939286292
3194,-1395.9693732881944
3195,-2047.8746321383703
3196,-1969.3518195254073
3197,-1853.9278722514418
3198,-1973.610049490122
3199,-1298.8742510854972
3200,-1933.898431623072
3201,-2266.0111516938955
3202,-2243.890771781211
3203,-2205.9108081881086
3204,-2420.291557556591
3205,-2283.7888369114
3206,-2234.6179185377227
3207,-1857.6523911804054
3208,-1848.9106283032913
3209,-1661.8847886464614
3210,-843.7033991980471
3211,-242.31888767853405
3212,-859.7969710191315
3213,-522.1459680819482
3214,-698.3241507265877
3215,-638.0915188636251
3216,-687.7528620921571
3217,-653.6985630441325
3218,-637.6389661225674
3219,-673.7171361638744
3220,-657.1502339866611
3221,-820.2169484990544
3222,-718.352536708257
3223,-581.8147661447837
3224,-536.4591478677243
3225,-460.7762823688069
3226,-568.397809414796
3227,-305.4502500617692
3228,-509.85965565216134
3229,-582.6277574452404
3230,-593.0200095868236
3231,-281.8805630106807
3232,-338.43463306285514
3233,28.35800253374231
3234,478.1749012267604
3235,494.85668948863105
3236,688.2580407634873
3237,868.0403064861122
3238,913.2013331676742
3239,1162.1972580494064
3240,1297.6721198705013
3241,1387.5460389113164
3242,1350.7063912702233
3243,1474.2726589589674
3244,1454.7355752613062
3245,1670.861998022042
3246,1752.049035722581
3247,1194.5903804450732
3248,1318.3779159534304
3249,1434.7200685138191
3250,1522.6504864419996
3251,490.5681001506104
3252,1056.26413240272
3253,991.2979713571009
3254,1385.1046665159436
3255,1139.0350162519042
3256,1548.905257063851
3257,1850.8180876820616
3258,1546.2549654062589
3259,1401.4407450851074
3260,657.1258965270999
3261,1271.9653074420403
3262,772.1814223888553
3263,412.4365314949896
3264,753.7567293972302
3265,866.8155349214197
3266,536.549660746217
3267,461.8345930253518
3268,548.4823009013722
3269,337.7296524648878
3270,273.3799279981927
3271,307.64799545350036
3272,361.183582730253
3273,250.91900879495736
3274,185.13205783195778
3275,198.31634417248665
3276,82.43736221020431
3277,131.30973521738673
3278,518.9198105952466
3279,605.7459313113712
3280,109.02416288296091
3281,-154.53162332704028
3282,-108.42925942691562
3283,368.6354255594524
3284,664.2011225538124
3285,777.1511135902218
3286,713.628632672811
3287,563.2028743544993
3288,731.6544247175663
3289,725.3182297236402
3290,587.8747665670036
3291,464.5539856773628
3292,298.8687712340999
3293,75.56235457318812
3294,-143.48025090184697
3295,102.10906286569781
3296,135.06238857537912
